comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
FG0007:FG0013	0.618	1	1	1	3	2	1	1	1	2	1	2	2	1	1	0.216	0.409	0.478	0.495	0.536	0.214	1.0	0.283	0.565	1.0	0.31	0.292	1.0	0.45
FG0007:FG0021	0.604	1	3	1	2	2	1	1	1	2	1	1	2	2	2	0.784	0.381	0.67	0.267	0.142	0.399	0.753	0.531	0.514	0.482	1.0	0.388	0.54	0.352
FG0007:FG0023	0.58	1	0	0	2	2	2	1	1	2	1	1	2	1	1	0.784	0.0	0.0	0.267	0.698	0.531	0.753	0.753	0.694	0.198	0.765	0.401	0.424	0.553
FG0007:FG0024	0.626	2	0	1	1	3	1	2	1	1	1	1	2	1	2	0.216	0.0	0.224	0.495	0.547	0.601	0.392	1.0	1.0	0.37	0.439	0.469	1.0	0.32
FG0007:FG0029	0.427	1	0	1	1	1	0	2	1	0	0	1	2	1	2	0.216	0.0	1.0	0.5	0.078	0.0	0.23	0.184	0.0	0.0	0.881	0.32	0.852	0.246
FG0007:FG0032	0.464	1	0	1	2	2	1	1	2	1	1	1	2	1	2	0.784	0.0	0.673	0.267	0.218	0.601	0.242	0.335	0.477	0.155	0.463	0.292	0.641	0.465
FG0007:FG0034	0.512	1	1	0	2	2	1	2	1	1	1	1	2	3	2	0.216	1.0	0.0	0.267	0.698	0.494	0.251	0.229	0.269	0.302	1.0	0.292	0.327	0.415
FG0007:FG0038	0.581	1	1	2	1	2	1	1	2	1	1	1	2	2	3	1.0	0.326	0.493	0.267	0.698	0.601	0.753	0.542	0.179	0.169	1.0	0.292	0.376	0.386
FG0007:FG0042	0.494	1	0	1	2	3	0	1	0	1	1	1	3	1	2	0.216	0.0	1.0	0.386	0.17	0.0	0.753	0.0	0.15	0.766	0.583	0.239	0.4	0.771
FG0007:FG0045	0.517	0	0	1	2	2	1	1	0	1	1	1	3	1	2	0.0	0.0	0.063	0.374	0.224	0.399	1.0	0.0	0.831	0.345	0.602	0.32	0.894	0.318
FG0007:FG0050	0.458	1	1	0	1	2	1	2	1	1	0	0	2	1	2	0.216	1.0	0.0	0.495	0.224	0.399	0.753	0.268	1.0	0.0	0.0	0.239	1.0	0.125
FG0007:FG0052	0.532	2	1	1	2	1	1	2	1	1	0	0	2	1	1	0.216	0.461	0.211	0.238	0.224	0.399	0.753	0.606	1.0	0.0	0.0	0.239	1.0	0.771
FG0007:FG0061	0.477	1	1	2	2	2	1	2	1	1	1	2	3	2	2	0.605	0.225	0.294	0.267	0.302	0.399	0.595	1.0	0.172	0.395	0.457	0.212	0.397	0.281
FG0007:FG0062	0.456	1	1	2	2	2	1	1	0	1	1	1	3	3	1	0.401	1.0	0.515	0.407	0.252	0.399	0.925	0.0	0.355	0.797	0.138	0.324	0.15	0.229
FG0007:FG0063	0.526	1	1	1	2	2	1	2	0	1	1	1	2	3	1	0.216	0.379	1.0	0.495	0.505	0.601	0.272	0.0	0.738	0.31	1.0	0.239	0.332	0.392
FG0007:FG0066	0.624	1	1	1	2	2	2	2	0	1	2	2	2	1	2	0.572	0.76	0.474	0.415	0.078	0.518	0.753	0.0	0.872	0.734	0.495	0.531	0.417	0.624
FG0007:FG0070	0.611	1	1	1	2	2	2	1	0	1	0	1	2	1	2	0.784	0.76	0.607	0.267	0.698	0.399	1.0	0.0	0.492	0.0	1.0	0.292	0.569	0.771
FG0007:FG0074	0.581	2	1	1	1	2	2	1	1	0	1	1	2	1	2	0.26	0.33	0.453	0.495	0.54	0.601	0.753	0.805	0.0	0.446	1.0	0.318	0.35	0.771
FG0007:FG0080	0.456	1	1	1	3	2	1	1	0	1	1	1	2	0	1	0.216	0.554	0.826	0.306	0.444	0.399	0.753	0.0	0.534	0.456	0.864	0.239	0.0	0.431
FG0007:FG0081	0.492	2	0	1	3	1	2	1	1	0	1	1	2	1	1	0.484	0.0	0.887	0.495	0.224	0.601	0.281	0.185	0.0	0.669	1.0	0.32	0.411	0.413
FG0007:FG0087	0.535	1	1	0	1	2	1	1	2	1	0	1	3	1	4	0.216	1.0	0.0	0.495	0.514	0.399	0.753	0.201	1.0	0.0	1.0	0.292	0.467	0.13
FG0007:FG0100	0.547	0	2	0	3	2	1	1	1	1	1	1	1	1	3	0.0	0.446	0.0	0.28	0.497	0.399	0.321	0.445	1.0	0.061	1.0	0.68	0.377	0.274
FG0007:FG0120	0.525	2	1	0	2	3	0	1	0	2	2	2	3	1	2	0.138	0.357	0.0	0.267	0.252	0.0	0.36	0.0	0.38	0.615	0.235	0.292	1.0	0.771
FG0007:FG0123	0.492	2	0	1	2	3	1	1	0	0	0	2	2	1	1	0.362	0.0	0.53	0.267	0.472	0.399	0.753	0.0	0.0	0.0	0.531	0.531	1.0	0.271
FG0007:FG0126	0.458	2	0	1	2	2	1	1	0	1	1	1	2	1	1	0.196	0.0	0.869	0.267	0.592	0.353	0.284	0.0	0.796	0.265	0.083	0.292	0.527	0.771
FG0007:FG0127	0.527	2	1	0	2	1	1	1	1	0	1	1	2	2	1	0.584	0.261	0.0	0.267	0.698	0.601	0.311	0.369	0.0	0.591	1.0	0.149	0.366	1.0
FG0007:FG0131	0.463	1	1	1	2	1	1	1	1	1	1	1	2	2	1	0.784	0.542	1.0	0.33	0.224	0.44	0.34	0.192	1.0	0.067	0.652	0.32	0.251	0.331
FG0007:FG0136	0.465	2	1	1	2	2	1	1	0	1	1	2	1	2	2	0.126	0.228	1.0	0.267	0.698	0.601	0.317	0.0	0.268	0.318	0.115	0.388	0.813	0.386
FG0007:FG0146	0.562	1	2	1	2	1	3	1	1	1	1	1	2	1	2	0.216	0.456	0.369	0.267	0.212	0.197	0.837	1.0	0.183	0.518	0.653	0.292	0.783	0.478
FG0007:FG0156	0.465	1	0	1	3	2	1	2	0	1	1	1	4	2	2	0.216	0.0	0.392	0.374	0.224	0.601	0.753	0.0	0.395	0.821	0.149	0.292	0.454	0.276
FG0007:FG0158	0.578	1	0	1	2	2	2	1	1	1	2	1	2	1	1	0.784	0.0	0.749	0.267	0.607	0.103	0.753	0.393	0.757	0.23	0.627	0.292	1.0	0.556
FG0007:FG0168	0.547	1	1	1	1	2	1	2	0	1	1	1	2	1	2	0.216	1.0	0.322	0.495	0.458	0.115	0.753	0.0	1.0	0.077	0.518	0.32	1.0	0.367
FG0007:FG0169	0.44	1	1	1	1	2	1	0	2	2	0	1	2	3	1	0.401	0.576	0.409	0.238	0.592	0.601	0.0	0.133	0.363	0.0	1.0	0.32	0.381	0.107
FG0007:FG0170	0.426	2	1	1	3	3	1	1	1	1	2	0	3	2	1	0.669	0.673	0.301	0.288	0.268	0.399	0.463	0.166	0.233	0.232	0.0	0.177	0.271	0.771
FG0007:FG0177	0.606	1	1	1	2	2	2	1	2	1	0	2	3	1	1	0.646	1.0	1.0	0.267	0.698	0.382	0.237	0.394	1.0	0.0	0.514	0.239	0.385	0.59
FG0007:FG0178	0.527	1	0	1	2	1	2	1	1	0	0	1	2	1	1	0.216	0.0	0.419	0.316	0.224	0.346	0.753	1.0	0.0	0.0	0.163	0.292	1.0	1.0
FG0007:FG0180	0.52	2	0	1	2	1	1	1	1	1	0	0	3	1	1	0.669	0.0	0.193	0.143	0.074	0.058	0.753	1.0	0.814	0.0	0.0	0.239	1.0	1.0
FG0007:FG0181	0.656	2	0	1	2	1	1	1	1	1	0	1	3	1	2	0.549	0.0	1.0	0.267	0.922	0.7	0.753	1.0	1.0	0.0	0.634	0.32	1.0	0.229
FG0007:FG0182	0.413	1	0	0	2	2	1	1	2	1	1	1	2	2	2	0.216	0.0	0.0	0.267	0.613	0.399	0.753	0.482	0.399	0.777	0.084	0.149	0.423	0.227
FG0007:FG0183	0.383	1	1	0	2	2	1	1	2	0	0	2	2	1	2	0.216	0.196	0.0	0.416	0.224	0.066	0.247	0.282	0.0	0.0	0.583	0.32	0.577	0.416
FG0007:FG0184	0.438	1	1	1	1	2	1	1	1	0	1	1	2	0	2	0.216	0.75	1.0	0.495	0.23	0.182	0.672	1.0	0.0	0.207	1.0	0.149	0.0	0.273
FG0007:FG0186	0.507	1	1	1	1	1	1	1	2	0	1	1	3	1	1	0.24	0.54	0.265	0.495	0.078	0.601	0.247	0.479	0.0	0.482	0.478	0.149	1.0	0.771
FG0007:FG0189	0.362	1	0	2	1	1	1	1	1	0	1	1	2	1	1	0.216	0.0	0.599	0.495	0.224	0.601	0.335	0.136	0.0	0.767	0.16	0.32	0.311	0.345
FG0007:FG0198	0.432	1	0	1	2	2	2	1	1	2	1	0	3	1	1	0.216	0.0	0.24	0.373	0.698	0.399	0.753	0.117	0.08	0.478	0.0	0.239	0.93	0.229
FG0007:FG0220	0.526	1	2	1	2	2	1	1	1	2	1	1	2	1	2	0.216	0.641	0.331	0.267	0.698	0.399	0.753	1.0	0.255	0.596	0.136	0.388	0.372	0.617
FG0007:FG0221	0.563	1	0	0	2	2	2	2	1	2	1	0	2	1	2	0.784	0.0	0.0	0.267	0.157	0.456	0.753	0.919	0.354	0.873	0.0	0.388	1.0	0.344
FG0007:FG0232	0.509	1	2	0	2	3	1	1	2	2	2	1	1	1	2	0.784	0.439	0.0	0.238	0.203	0.601	0.753	0.295	0.351	0.724	0.41	0.593	0.626	0.114
FG0007:FG0260	0.467	1	1	1	2	2	1	1	1	1	1	2	2	1	3	0.784	0.392	0.375	0.267	0.228	0.253	0.056	0.166	0.695	0.582	0.512	0.239	0.659	0.32
FG0007:FG0261	0.505	1	1	1	1	2	2	1	1	1	1	1	2	1	1	0.784	0.41	0.619	0.495	0.224	0.601	0.753	0.176	0.623	0.735	0.37	0.237	0.786	0.229
FG0007:FG0264	0.501	1	2	1	2	1	1	1	1	1	2	2	3	2	2	0.784	0.333	0.08	0.267	0.224	0.309	0.109	1.0	0.689	0.354	0.273	0.292	0.472	0.407
FG0007:FG0266	0.584	2	0	1	2	1	1	1	1	0	1	2	2	1	1	0.216	0.0	1.0	0.403	0.224	0.399	1.0	0.904	0.0	1.0	0.469	0.292	0.556	0.771
FG0007:FG0268	0.688	1	1	2	2	3	1	1	1	1	1	1	2	1	2	0.784	1.0	0.401	0.267	0.501	0.782	0.247	0.138	1.0	0.172	1.0	0.292	1.0	0.771
FG0007:FG0272	0.584	1	1	1	2	3	2	1	1	1	1	2	2	1	1	0.216	0.621	0.324	0.408	0.411	0.311	0.753	1.0	0.108	0.12	0.174	0.32	1.0	0.771
FG0007:FG0288	0.452	2	0	0	1	3	2	1	1	1	0	1	2	2	2	0.216	0.0	0.0	0.495	0.274	0.38	0.649	0.17	1.0	0.0	0.57	0.292	0.538	0.141
FG0007:FG0290	0.47	2	2	0	2	2	1	0	2	1	1	2	2	1	1	0.584	0.637	0.0	0.267	0.599	0.399	0.0	0.369	1.0	0.146	0.531	0.088	0.545	0.471
FG0007:FG0292	0.554	1	1	0	1	2	2	2	1	1	1	2	2	2	1	0.784	0.451	0.0	0.495	0.698	0.387	0.472	0.349	1.0	0.473	0.248	0.239	0.164	1.0
FG0007:FG0293	0.4	1	2	0	1	2	1	1	1	1	1	1	2	1	1	0.784	0.436	0.0	0.495	0.089	0.601	0.648	0.383	0.676	0.228	0.299	0.32	0.419	0.177
FG0007:FG0295	0.477	2	1	1	2	2	2	1	1	2	0	2	2	2	1	0.216	0.568	0.202	0.394	0.698	0.305	0.247	0.488	0.137	0.0	0.392	0.32	0.659	0.387
FG0007:FG0307	0.348	1	1	1	2	2	1	1	2	0	0	1	2	0	2	0.567	0.591	0.322	0.267	0.162	0.399	0.142	0.41	0.0	0.0	0.821	0.32	0.0	0.293
FG0007:FG0309	0.531	2	0	0	1	1	1	1	1	2	1	1	2	1	1	0.457	0.0	0.0	0.238	0.184	0.601	0.247	1.0	0.752	0.214	0.657	0.292	1.0	0.519
FG0007:FG0350	0.54	2	1	1	1	2	2	2	2	0	1	1	3	2	2	0.669	0.764	1.0	0.267	0.224	0.601	0.585	0.349	0.0	0.606	1.0	0.239	0.341	0.171
FG0007:FG0356	0.433	1	1	1	2	2	1	2	1	1	0	1	2	2	2	0.216	0.599	0.324	0.363	0.489	0.601	0.247	0.088	0.13	0.0	0.552	0.531	0.444	0.145
FG0007:FG0358	0.592	1	2	0	2	1	0	1	1	1	1	1	3	1	2	0.784	0.536	0.0	0.495	0.224	0.0	0.247	0.816	0.93	0.199	1.0	0.292	1.0	0.387
FG0007:FG0362	0.525	1	0	0	2	3	1	1	1	1	0	0	2	2	2	0.236	0.0	0.0	0.267	0.467	1.0	0.753	0.413	1.0	0.0	0.0	0.292	0.702	0.489
FG0007:FG0370	0.619	1	1	2	2	2	1	1	0	1	1	1	2	2	1	0.784	0.679	0.216	0.423	0.698	0.601	0.753	0.0	1.0	0.733	1.0	0.239	0.114	0.771
FG0007:FG0391	0.553	1	1	1	1	2	1	2	1	1	1	2	1	1	1	0.784	1.0	0.845	0.495	0.698	0.601	0.239	0.776	0.67	0.718	0.214	0.149	0.189	0.771
FG0007:FG0410	0.525	1	1	0	2	2	2	1	2	1	0	1	2	2	1	0.784	0.25	0.0	0.365	0.078	0.519	0.753	0.55	0.391	0.0	1.0	0.292	0.176	0.771
FG0007:FG0438	0.567	1	1	1	2	2	1	1	1	0	0	1	2	1	2	0.598	0.75	0.826	0.365	0.698	0.601	0.37	0.67	0.0	0.0	0.872	0.388	1.0	0.229
FG0007:FG0444	0.518	1	1	1	2	2	1	1	0	0	1	1	2	1	1	0.3	1.0	1.0	0.267	0.224	0.601	0.753	0.0	0.0	0.07	0.77	0.32	0.54	0.642
FG0007:FG0447	0.528	1	1	0	2	2	1	1	0	1	1	2	3	1	2	0.29	0.307	0.0	0.267	0.698	0.601	0.753	0.0	1.0	0.244	0.221	0.239	0.576	0.679
FG0007:FG0467	0.603	1	1	1	3	2	1	1	1	1	1	1	2	2	2	0.216	1.0	0.225	0.495	0.698	0.601	0.319	1.0	0.548	0.925	0.209	0.239	0.47	0.415
FG0007:FG0474	0.481	1	1	1	2	2	1	1	2	1	0	2	2	2	2	0.784	0.74	1.0	0.286	0.363	0.228	0.237	0.441	0.19	0.0	0.333	0.388	0.528	0.259
FG0007:FG0477	0.486	1	0	1	1	2	1	2	1	2	1	1	1	1	2	0.784	0.0	1.0	0.762	0.267	0.601	0.247	0.555	0.38	0.333	0.827	0.149	0.281	0.387
FG0007:FG0478	0.63	1	1	1	2	2	1	1	1	1	2	1	1	3	3	0.216	1.0	1.0	0.238	0.698	0.399	0.753	0.799	0.86	0.131	0.785	0.388	0.282	0.368
FG0007:FG0479	0.544	1	1	1	1	2	0	1	1	0	2	1	3	2	2	0.216	0.76	1.0	0.238	0.568	0.0	0.521	0.638	0.0	0.127	0.567	0.292	0.371	0.467
FG0007:FG0485	0.623	2	1	1	2	1	1	1	1	1	2	1	2	1	2	0.461	0.352	1.0	0.495	0.441	0.262	0.753	0.183	0.779	0.545	0.529	0.292	0.866	0.423
FG0007:FG0487	0.479	2	2	0	1	1	2	2	2	1	2	1	2	1	1	0.694	0.315	0.0	0.495	0.224	0.739	0.753	0.27	0.328	0.244	0.469	0.292	0.37	0.499
FG0007:FG0490	0.505	1	1	1	2	2	1	2	2	1	1	1	2	1	1	0.216	0.741	0.361	0.267	0.698	0.182	0.753	0.459	0.289	0.61	0.545	0.149	1.0	0.148
FG0007:FG0516	0.464	1	0	2	1	1	1	1	1	1	1	3	2	2	2	0.216	0.0	0.36	0.495	0.078	1.0	0.753	0.468	0.608	0.429	0.201	0.174	0.303	0.322
FG0007:FG0518	0.475	1	1	2	1	2	1	1	1	1	2	1	2	1	2	0.216	0.117	0.457	0.734	0.698	0.105	0.438	0.127	0.765	0.767	0.13	0.388	0.324	0.467
FG0007:FG0521	0.577	2	1	1	2	2	2	2	1	1	0	1	2	0	2	0.649	1.0	0.5	0.388	0.491	0.531	0.277	1.0	0.372	0.0	1.0	0.292	0.0	0.771
FG0007:FG0529	0.558	1	2	0	2	2	1	2	1	1	2	1	1	2	1	0.784	0.457	0.0	0.267	0.698	0.399	0.213	0.144	0.789	0.538	0.377	0.232	0.685	0.771
FG0007:FG0530	0.333	2	1	1	1	0	2	1	0	0	0	1	3	1	1	0.584	1.0	0.159	0.495	0.0	0.103	0.247	0.0	0.0	0.0	1.0	0.292	0.268	0.237
FG0007:FG0538	0.438	1	1	1	2	2	2	1	1	1	1	0	2	1	2	0.216	1.0	0.138	0.267	0.698	0.601	0.753	0.362	0.131	0.261	0.0	0.32	0.572	0.193
FG0007:FG0549	0.376	1	1	0	2	2	1	1	1	1	0	0	2	0	1	0.606	0.608	0.0	0.495	0.594	0.601	0.753	0.263	0.251	0.0	0.0	0.292	0.0	0.669
FG0007:FG0551	0.679	1	1	1	2	2	1	1	1	2	1	1	2	1	2	0.236	0.648	0.259	0.346	0.509	0.399	0.579	1.0	0.43	1.0	0.654	0.32	0.759	0.682
FG0007:FG0560	0.535	1	1	1	2	1	1	2	2	0	2	1	2	1	2	0.784	0.868	1.0	0.267	0.224	0.601	0.753	0.348	0.0	0.299	0.552	0.198	0.515	0.36
FG0007:FG0565	0.686	1	1	0	1	2	1	3	1	1	1	1	2	1	3	0.216	0.754	0.0	0.495	0.698	0.399	0.37	1.0	0.576	0.505	1.0	0.531	1.0	0.295
FG0007:FG0566	0.54	2	1	1	2	1	1	1	1	1	2	1	2	2	2	0.584	0.246	1.0	0.267	0.542	0.399	0.247	0.11	1.0	0.427	0.365	0.292	0.559	0.297
FG0007:FG0573	0.611	1	0	1	2	2	1	2	0	1	0	1	2	1	2	0.784	0.0	1.0	0.267	0.315	0.07	0.251	0.0	1.0	0.0	1.0	0.292	1.0	0.771
FG0007:FG0589	0.504	1	0	1	2	2	2	1	1	1	1	1	2	2	1	1.0	0.0	0.901	0.267	0.147	0.167	0.142	0.265	0.866	0.633	0.096	0.292	0.673	0.771
FG0007:FG0590	0.419	1	3	1	1	2	1	1	2	1	0	1	1	1	1	0.216	0.28	1.0	0.495	0.591	0.399	0.247	0.368	0.063	0.0	0.461	0.2	0.374	0.699
FG0007:FG0593	0.456	1	1	1	1	3	1	1	1	1	1	1	2	1	1	0.216	0.279	0.856	0.852	0.317	0.601	0.753	0.441	0.117	0.29	0.614	0.708	0.282	0.06
FG0007:KH004_2_019_H9/	0.484	1	1	0	1	2	1	1	1	1	0	0	2	1	1	0.216	1.0	0.0	0.495	0.698	0.399	0.247	1.0	1.0	0.0	0.0	0.292	1.0	0.229
FG0007:Mal31/	0.515	1	0	1	2	1	1	1	0	0	1	1	2	0	1	0.784	0.0	1.0	0.267	0.224	0.601	0.753	0.0	0.0	1.0	1.0	0.32	0.0	0.771
FG0013:FG0021	0.544	0	3	2	2	1	1	1	3	3	1	2	2	2	3	0.0	0.25	0.478	0.181	0.175	0.367	0.762	0.247	0.27	0.482	0.31	0.405	0.54	0.42
FG0013:FG0023	0.418	0	1	1	3	1	1	1	1	3	1	2	1	1	2	0.0	0.591	0.522	0.214	0.536	0.214	0.762	0.53	0.259	0.198	0.179	0.153	0.424	0.239
FG0013:FG0024	0.58	1	1	1	1	1	2	2	1	2	1	1	2	1	1	0.812	0.591	0.327	0.692	0.767	0.42	0.392	0.283	0.565	0.37	0.079	0.527	1.0	0.469
FG0013:FG0029	0.545	1	1	1	1	1	1	2	2	1	0	2	1	1	3	1.0	0.591	0.478	0.692	0.198	0.786	0.239	0.47	0.191	0.0	0.31	0.595	0.852	0.44
FG0013:FG0032	0.466	0	1	2	2	1	2	1	2	2	1	2	2	1	2	0.0	0.591	0.478	0.181	0.057	0.42	0.251	0.135	0.425	0.155	0.227	0.527	0.641	0.239
FG0013:FG0034	0.518	1	1	1	2	1	2	2	3	2	1	2	1	3	2	1.0	0.409	0.522	0.181	0.536	0.42	0.251	0.247	0.269	0.302	0.31	1.0	0.327	0.239
FG0013:FG0038	0.521	1	2	1	2	2	2	1	1	2	1	2	2	2	3	0.252	0.591	0.082	0.181	0.536	0.42	0.762	0.58	0.191	0.169	0.31	0.531	0.376	0.21
FG0013:FG0042	0.501	1	1	1	3	1	1	1	2	2	1	2	1	1	2	1.0	0.591	0.478	0.181	0.167	0.786	0.762	0.47	0.191	0.766	0.31	0.313	0.4	0.239
FG0013:FG0045	0.561	1	1	2	2	1	1	1	2	2	1	2	1	1	3	0.772	0.591	0.334	0.459	0.062	0.367	1.0	0.47	0.396	0.345	0.31	0.527	0.894	0.175
FG0013:FG0050	0.582	1	1	1	1	2	1	2	1	2	0	1	2	1	3	1.0	0.409	0.522	0.692	0.464	0.367	0.762	0.47	0.565	0.0	0.511	0.145	1.0	0.376
FG0013:FG0052	0.482	1	1	1	2	1	1	2	2	2	0	1	2	1	1	0.793	0.129	0.312	0.127	0.464	0.367	0.762	0.394	0.565	0.0	0.511	0.166	1.0	0.239
FG0013:FG0061	0.425	1	1	2	2	2	1	2	1	2	1	1	2	2	2	0.179	0.365	0.228	0.181	0.464	0.367	0.604	0.283	0.191	0.395	0.147	0.447	0.397	0.269
FG0013:FG0062	0.499	1	1	1	2	1	1	1	2	2	1	2	2	3	2	0.383	0.409	0.341	0.493	0.091	0.367	0.925	0.47	0.243	0.797	0.448	0.115	0.15	0.55
FG0013:FG0063	0.557	1	1	1	2	3	2	2	2	2	1	2	1	3	2	1.0	0.211	0.478	0.692	0.324	0.42	0.272	0.47	0.303	0.31	0.31	0.473	0.332	0.379
FG0013:FG0066	0.555	1	2	0	2	2	3	2	2	2	2	3	2	1	2	0.212	0.409	0.0	0.501	0.183	0.241	0.762	0.47	0.438	0.734	0.31	0.473	0.417	0.21
FG0013:FG0070	0.529	0	2	2	2	1	1	1	2	2	0	2	2	1	2	0.0	0.409	0.478	0.181	0.536	0.58	1.0	0.47	0.243	0.0	0.31	0.531	0.569	0.239
FG0013:FG0074	0.461	1	2	0	1	1	2	1	2	1	1	2	2	1	2	0.302	0.363	0.0	0.692	0.378	0.278	0.762	0.283	0.191	0.446	0.31	0.531	0.35	0.239
FG0013:FG0080	0.435	1	0	1	2	1	1	1	2	2	1	1	3	0	2	1.0	0.0	0.304	0.572	0.283	0.367	0.762	0.47	0.243	0.456	0.31	0.32	0.0	0.341
FG0013:FG0081	0.449	1	1	1	2	1	2	1	2	1	1	2	1	1	2	0.516	0.591	0.365	0.819	0.464	0.214	0.29	0.285	0.191	0.669	0.31	0.068	0.411	0.358
FG0013:FG0087	0.534	1	1	1	1	1	1	1	2	2	0	2	3	1	4	1.0	0.409	0.522	0.692	0.352	0.367	0.762	0.27	0.565	0.0	0.31	0.526	0.467	0.188
FG0013:FG0100	0.451	1	1	1	3	1	1	1	1	2	1	2	2	1	3	0.78	0.247	0.522	0.28	0.335	0.367	0.33	0.247	0.565	0.061	0.31	0.405	0.377	0.21
FG0013:FG0120	0.597	1	2	1	2	2	1	1	2	3	2	2	2	1	2	0.556	0.591	0.522	0.181	0.248	0.786	0.369	0.47	0.243	0.615	0.227	0.545	1.0	0.239
FG0013:FG0123	0.565	1	1	1	2	2	1	1	2	1	0	3	2	1	2	0.638	0.591	1.0	0.181	0.31	0.367	0.762	0.47	0.191	0.0	0.248	0.244	1.0	0.5
FG0013:FG0126	0.515	2	1	1	2	2	1	1	2	2	1	2	2	1	1	0.306	0.591	0.373	0.181	0.536	0.42	0.293	0.47	0.362	0.265	0.511	0.527	0.527	0.239
FG0013:FG0127	0.499	1	2	1	2	2	2	1	2	1	1	2	2	2	1	0.416	0.591	0.522	0.257	0.536	0.42	0.311	0.47	0.191	0.591	0.31	0.302	0.366	0.45
FG0013:FG0131	0.388	0	2	1	2	1	1	1	2	2	1	1	1	2	2	0.0	0.189	0.478	0.416	0.464	0.419	0.349	0.279	0.565	0.067	0.179	0.068	0.251	0.44
FG0013:FG0136	0.558	1	2	1	2	1	2	1	2	1	1	3	1	2	2	0.599	0.528	0.478	0.181	0.536	0.42	0.326	0.47	0.435	0.318	0.511	0.405	0.813	0.29
FG0013:FG0146	0.603	1	2	2	2	2	3	1	1	2	1	2	2	1	3	1.0	0.197	0.522	0.181	0.06	0.3	0.837	0.283	0.191	0.518	0.31	0.531	0.783	0.294
FG0013:FG0156	0.6	1	1	2	2	2	2	2	2	1	1	2	3	2	2	1.0	0.591	0.322	0.64	0.464	0.42	0.762	0.47	0.243	0.821	0.231	0.415	0.454	0.274
FG0013:FG0158	0.562	0	1	1	1	1	2	1	2	2	2	2	2	1	2	0.0	0.591	0.227	0.181	0.445	0.317	0.762	0.247	0.322	0.23	0.31	0.527	1.0	0.239
FG0013:FG0168	0.675	1	1	2	1	1	2	2	2	2	1	2	1	1	3	1.0	0.409	0.522	0.692	0.296	0.367	0.762	0.47	0.565	0.077	0.31	0.595	1.0	0.404
FG0013:FG0169	0.468	1	0	2	2	2	2	1	2	2	0	2	1	3	2	0.383	0.0	0.522	0.127	0.536	0.42	0.058	0.337	0.435	0.0	0.31	0.064	0.381	0.55
FG0013:FG0170	0.425	1	1	2	2	2	1	1	2	1	2	1	3	2	1	0.331	0.082	0.142	0.555	0.332	0.367	0.472	0.282	0.435	0.232	0.511	0.405	0.271	0.239
FG0013:FG0177	0.4	1	1	1	2	1	3	1	1	2	0	3	3	1	2	0.138	0.409	0.478	0.181	0.536	0.214	0.246	0.076	0.565	0.0	0.31	0.223	0.385	0.239
FG0013:FG0178	0.545	1	1	1	2	1	1	1	1	1	0	2	2	1	2	1.0	0.591	0.104	0.427	0.464	0.341	0.762	0.283	0.191	0.0	0.511	0.527	1.0	0.21
FG0013:FG0180	0.515	1	1	1	2	2	1	1	1	2	0	1	3	1	1	0.331	0.591	0.303	0.254	0.236	0.786	0.762	0.283	0.565	0.0	0.511	0.26	1.0	0.45
FG0013:FG0181	0.529	1	1	1	2	2	1	1	1	2	0	1	2	1	2	0.451	0.591	0.478	0.181	0.536	0.086	0.762	0.283	0.565	0.0	0.095	0.47	1.0	0.455
FG0013:FG0182	0.586	1	1	1	2	2	1	1	3	1	1	2	3	2	4	1.0	0.591	0.522	0.181	0.536	0.367	0.762	0.352	0.243	0.777	0.511	0.405	0.423	0.239
FG0013:FG0183	0.464	1	1	1	2	2	1	1	2	1	0	3	1	1	3	1.0	0.395	0.522	0.527	0.387	0.786	0.238	0.294	0.191	0.0	0.31	0.068	0.577	0.355
FG0013:FG0184	0.457	1	1	1	1	2	2	1	1	1	1	2	2	0	2	1.0	0.159	0.478	0.692	0.464	0.42	0.681	0.283	0.191	0.207	0.31	0.405	0.0	0.343
FG0013:FG0186	0.439	1	1	1	1	1	2	1	1	1	1	2	3	1	1	0.544	0.051	0.257	0.692	0.136	0.42	0.238	0.063	0.191	0.482	0.211	0.359	1.0	0.239
FG0013:FG0189	0.508	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1.0	0.591	0.478	0.692	0.464	0.42	0.344	0.47	0.191	0.767	0.69	0.068	0.311	0.426
FG0013:FG0198	0.626	1	1	1	2	1	2	1	2	3	1	1	1	1	2	1.0	0.591	0.764	0.484	0.536	0.233	0.762	0.353	0.191	0.478	0.511	0.363	0.93	0.55
FG0013:FG0220	0.46	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1.0	0.409	0.192	0.181	0.536	0.367	0.762	0.283	0.435	0.596	0.69	0.277	0.372	0.239
FG0013:FG0221	0.625	0	1	1	2	0	2	1	2	2	1	1	2	1	2	0.0	0.591	0.522	0.181	0.0	0.222	1.0	0.283	0.435	0.873	0.511	0.405	1.0	0.45
