comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
DE034N0:DE068N0	0.502	1	1	1	1	1	1	1	2	1	2	3	2	3	2	0.814	0.258	0.329	0.732	0.296	0.88	0.135	0.239	1.0	0.349	0.441	0.272	0.376	0.114
DE034N0:DE077N0	0.534	0	1	1	1	1	0	1	2	1	2	2	3	2	2	0.0	0.731	0.852	0.133	0.87	0.0	0.309	0.542	0.832	0.362	0.45	0.237	0.447	0.254
DE034N0:DE133C0	0.428	1	1	2	2	2	0	1	1	2	0	1	3	3	1	0.529	0.388	0.681	0.42	0.176	0.0	0.494	0.239	0.552	0.0	0.159	0.399	0.155	0.622
DE034N0:DE135C0	0.434	2	0	2	2	1	1	2	1	1	1	2	1	3	2	0.546	0.0	0.353	0.303	0.458	0.142	0.365	0.539	0.168	0.615	0.471	0.401	0.296	0.17
DE034N0:DE141C0	0.503	0	1	1	2	1	1	2	1	2	0	2	1	2	2	0.0	1.0	0.217	0.58	0.458	1.0	0.506	0.239	0.732	0.0	0.365	0.594	0.322	0.177
DE034N0:DE150C0	0.463	2	1	1	1	3	1	1	1	1	1	2	1	3	2	0.471	0.612	0.171	0.326	0.359	0.576	0.506	0.761	0.363	0.744	0.4	0.126	0.119	0.264
DE034N0:DE165C0	0.454	1	1	1	1	1	1	1	1	2	2	4	3	2	2	0.223	0.326	0.211	0.58	0.055	0.194	0.279	0.476	0.26	0.615	0.305	0.204	0.483	0.305
DE034N0:DE166C0	0.498	1	0	1	1	2	1	1	1	1	0	2	2	3	2	1.0	0.0	0.234	0.314	0.458	0.789	0.143	0.761	0.832	0.0	0.606	0.319	0.262	0.174
DE034N0:DE194C0	0.424	2	1	1	1	1	1	1	1	1	0	1	3	3	1	0.397	1.0	0.852	0.342	0.458	0.494	0.801	0.761	0.168	0.0	0.159	0.221	0.292	0.09
DE034N0:DE205C0	0.414	1	2	2	1	1	1	1	2	2	1	2	2	2	2	0.882	0.339	0.405	0.298	0.315	0.219	0.099	0.291	0.236	0.385	0.161	0.401	0.292	0.264
DE034N0:DE216C0	0.58	1	1	2	2	1	2	1	2	1	1	1	3	2	2	0.766	0.15	0.075	0.42	1.0	0.35	0.494	0.638	0.571	0.76	0.474	0.185	0.588	0.264
DE034N0:DE221C0	0.47	0	1	2	1	0	1	2	2	3	0	3	2	2	2	0.0	0.453	0.375	0.416	0.0	0.576	0.494	0.466	0.307	0.0	0.441	0.279	0.391	0.48
DE034N0:DE233C0	0.359	1	0	1	1	1	0	1	1	2	0	2	2	2	2	1.0	0.0	1.0	0.42	0.542	0.0	0.054	0.239	0.323	0.0	0.4	0.177	0.198	0.17
DE034N0:DE239C0	0.523	1	1	1	2	1	1	1	1	2	0	1	2	2	1	1.0	0.079	0.555	0.138	0.285	1.0	0.494	0.761	0.168	0.0	0.4	0.319	0.492	0.736
DE034N0:DE241C0	0.496	1	1	2	1	2	1	1	1	2	1	3	2	2	2	1.0	0.673	0.379	0.42	0.542	1.0	0.254	0.458	0.327	0.24	0.283	0.279	0.296	0.264
DE034N0:DE267C0	0.594	0	1	2	1	2	2	1	3	2	2	1	2	3	2	0.0	0.745	0.681	0.312	0.442	0.518	0.274	0.44	0.619	0.489	0.262	0.401	0.262	0.532
DE034N0:DE274C0	0.438	1	1	2	1	2	1	1	1	3	1	2	2	3	1	0.57	0.126	0.431	0.58	0.458	0.279	0.494	0.108	0.3	0.434	0.441	0.163	0.262	0.245
DE034N0:DE317C0	0.53	1	1	2	1	1	1	1	1	2	2	2	2	2	1	0.405	1.0	0.297	0.077	0.339	1.0	0.057	0.493	0.168	0.272	0.441	0.253	0.292	0.736
DE034N0:DE327C0	0.516	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1.0	1.0	0.068	0.58	0.458	0.401	0.254	0.578	0.247	1.0	0.31	0.401	0.554	0.092
DE034N0:DE366C0	0.472	1	2	1	1	1	1	2	1	1	1	2	2	3	1	0.623	0.245	0.852	0.58	0.063	0.483	0.506	0.219	0.832	0.364	0.168	0.401	0.262	0.264
DE034N0:MKK2835.2G/	0.648	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1.0	1.0	0.852	0.58	0.458	1.0	0.506	0.239	0.168	1.0	0.441	0.279	0.292	0.736
DE034N0:NHP1337.12C/	0.352	0	0	1	1	1	0	1	1	1	0	1	2	2	1	0.0	0.0	0.148	0.42	0.542	0.0	0.494	0.761	0.832	0.0	0.159	0.401	0.296	0.264
DE039N0:DE041N0	0.509	0	1	1	1	1	0	1	0	2	2	2	2	1	2	0.0	1.0	0.376	0.537	0.727	0.0	0.783	0.0	0.417	0.455	0.369	0.501	0.449	0.207
DE039N0:DE043N0	0.508	1	1	2	1	1	1	1	2	1	1	2	1	3	3	0.638	0.765	0.357	0.102	1.0	0.38	0.275	0.239	0.732	0.455	0.339	0.121	0.39	0.371
DE039N0:DE044N0	0.44	0	2	1	1	1	0	2	1	2	2	3	3	3	4	0.0	0.292	0.305	0.091	0.664	0.0	0.246	0.109	0.36	0.455	0.137	0.203	0.39	0.165
DE039N0:DE048N0	0.537	0	0	1	2	2	1	1	1	1	1	1	1	3	2	0.0	0.0	0.357	0.453	0.301	1.0	0.754	0.458	1.0	0.621	0.679	0.137	0.166	0.303
DE039N0:DE064N0	0.624	1	1	2	1	1	2	1	1	1	1	3	1	3	3	0.58	1.0	0.357	1.0	0.727	0.582	0.895	0.051	0.526	0.612	0.333	0.499	0.207	0.371
DE039N0:DE065N0	0.375	0	0	1	1	1	1	1	1	0	1	2	2	3	2	0.0	0.0	0.357	0.115	0.273	0.661	0.304	0.312	0.0	0.379	0.37	0.416	0.321	0.194
DE039N0:DE066N0	0.55	1	1	1	0	1	0	1	1	2	3	2	2	3	2	1.0	1.0	0.357	0.0	0.209	0.0	0.381	0.851	0.24	0.276	0.584	0.443	0.338	0.437
DE039N0:DE068N0	0.384	1	1	2	1	2	1	1	1	1	0	1	2	3	4	0.814	0.258	0.477	0.305	0.296	0.88	0.36	0.179	0.564	0.0	0.212	0.078	0.165	0.131
DE039N0:DE077N0	0.42	0	1	1	1	2	0	1	1	1	1	3	2	4	2	0.0	0.731	0.643	0.286	0.5	0.0	0.186	0.542	0.732	0.101	0.252	0.356	0.141	0.354
DE039N0:DE133C0	0.463	1	1	1	1	1	0	0	0	2	2	2	2	4	2	0.529	0.388	0.324	0.254	0.544	0.0	0.0	0.0	0.777	0.379	0.584	0.501	0.117	0.303
DE039N0:DE135C0	0.497	2	0	2	2	1	1	2	1	1	1	1	1	3	2	0.546	0.0	0.501	0.181	0.727	0.142	0.233	0.777	0.268	0.834	0.416	0.399	0.263	0.422
DE039N0:DE141C0	0.431	0	1	2	1	1	1	1	0	1	2	3	1	2	1	0.0	1.0	0.357	0.741	0.727	1.0	0.716	0.0	0.465	0.379	0.168	0.207	0.21	0.075
DE039N0:DE150C0	0.619	2	1	2	1	2	1	1	1	2	2	2	2	3	3	0.471	0.612	0.357	0.746	0.359	0.576	1.0	1.0	0.532	0.449	0.259	0.319	0.269	0.194
DE039N0:DE165C0	0.545	1	1	2	1	1	1	1	1	1	1	1	3	3	2	0.223	0.326	0.359	1.0	0.214	0.194	0.773	0.715	0.353	0.757	0.587	0.141	0.182	0.435
DE039N0:DE166C0	0.614	1	0	2	1	2	1	2	1	1	2	2	2	2	2	1.0	0.0	0.382	0.733	0.727	0.789	0.513	1.0	0.732	0.379	0.212	0.499	0.321	0.303
DE039N0:DE194C0	0.615	2	1	1	2	1	1	2	1	1	2	2	3	3	2	0.397	1.0	0.643	0.422	0.727	0.494	0.464	1.0	0.268	0.379	0.584	0.289	0.39	0.16
DE039N0:DE205C0	0.433	1	2	0	1	1	1	1	1	3	1	2	1	3	1	0.882	0.339	0.0	0.718	0.584	0.219	0.593	0.291	0.158	0.166	0.424	0.501	0.298	0.194
DE039N0:DE216C0	0.52	1	1	2	1	2	2	0	1	2	2	3	1	3	3	0.766	0.15	0.357	0.157	0.424	0.35	0.0	0.638	0.304	0.455	0.321	0.467	0.334	0.26
DE039N0:DE221C0	0.495	0	1	1	1	1	1	1	1	2	2	1	2	1	3	0.0	0.453	0.523	0.835	0.286	0.576	0.12	0.605	0.378	0.379	0.278	0.499	0.39	0.287
DE039N0:DE233C0	0.393	1	0	1	0	1	0	1	0	1	2	2	1	4	2	1.0	0.0	0.543	0.0	0.273	0.0	0.548	0.0	0.492	0.379	0.261	0.721	0.117	0.422
DE039N0:DE239C0	0.551	1	1	2	2	1	1	0	1	1	2	2	2	3	2	1.0	0.079	0.643	0.282	0.554	1.0	0.0	1.0	0.134	0.379	0.489	0.499	0.208	0.371
DE039N0:DE241C0	0.397	1	1	1	0	2	1	1	1	1	2	2	1	3	2	1.0	0.673	0.783	0.0	0.296	1.0	0.24	0.198	0.059	0.166	0.212	0.499	0.207	0.194
DE039N0:DE267C0	0.535	0	1	1	2	2	2	2	2	1	2	2	1	3	2	0.0	0.745	0.324	0.383	0.317	0.518	0.536	0.44	0.351	0.286	0.321	0.501	0.117	0.497
DE039N0:DE274C0	0.403	1	1	1	1	1	1	0	1	1	2	1	2	2	3	0.57	0.126	0.074	1.0	1.0	0.279	0.0	0.131	0.389	0.379	0.094	0.382	0.155	0.245
DE039N0:DE317C0	0.469	1	1	1	1	1	1	2	2	1	2	1	2	2	2	0.405	1.0	0.104	0.343	0.608	1.0	0.531	0.356	0.169	0.107	0.094	0.072	0.39	0.371
DE039N0:DE327C0	0.514	1	1	2	1	1	2	2	1	0	1	2	1	3	1	1.0	1.0	0.357	1.0	0.727	0.401	0.24	0.817	0.0	0.455	0.416	0.342	0.321	0.131
DE039N0:DE366C0	0.477	1	2	1	1	1	1	1	1	1	1	2	1	3	2	0.623	0.245	0.643	1.0	0.332	0.483	0.578	0.458	0.732	0.166	0.416	0.501	0.104	0.194
DE039N0:MKK2835.2G/	0.597	1	1	1	1	1	1	1	0	1	1	1	1	3	2	1.0	1.0	0.643	1.0	0.727	1.0	1.0	0.0	0.268	0.455	0.094	0.499	0.39	0.371
DE039N0:NHP1337.12C/	0.403	0	0	1	0	1	0	0	1	1	2	2	1	3	2	0.0	0.0	0.357	0.0	0.273	0.0	0.0	1.0	0.732	0.379	0.584	0.501	0.207	0.194
DE041N0:DE043N0	0.521	1	1	1	2	1	1	1	2	1	1	2	2	2	3	0.362	0.765	0.094	0.32	0.727	0.62	0.058	0.475	0.417	0.76	0.269	0.352	0.503	0.205
DE041N0:DE044N0	0.621	1	2	2	2	1	1	1	1	1	1	3	3	3	2	1.0	0.292	0.662	0.433	0.937	1.0	0.164	0.891	0.27	1.0	0.216	0.385	0.503	0.132
DE041N0:DE048N0	0.441	1	0	1	3	1	0	1	1	2	1	1	1	3	3	1.0	0.0	0.268	0.222	0.301	0.0	1.0	0.542	0.417	0.624	0.373	0.246	0.264	0.224
DE041N0:DE064N0	0.525	1	1	1	1	1	1	2	2	1	1	2	1	4	2	0.42	1.0	0.079	0.537	1.0	0.326	0.783	0.806	0.642	0.588	0.423	0.115	0.29	0.205
DE041N0:DE065N0	0.442	1	0	1	2	0	1	2	1	2	2	2	2	4	2	1.0	0.0	0.268	0.205	0.0	0.339	0.304	0.688	0.225	0.24	0.416	0.614	0.149	0.314
DE041N0:DE066N0	0.487	0	1	1	2	0	1	2	1	1	1	1	2	2	4	0.0	1.0	0.268	0.32	0.0	1.0	0.381	0.149	0.176	0.548	0.649	0.443	0.338	0.224
DE041N0:DE068N0	0.526	1	1	1	2	2	1	2	2	2	2	2	2	3	3	0.186	0.258	0.21	0.573	0.492	0.12	0.36	0.53	0.417	0.196	0.216	0.314	0.342	0.314
DE041N0:DE077N0	0.594	1	1	1	2	2	1	2	1	1	2	3	3	3	4	1.0	0.731	0.732	0.32	0.5	1.0	0.217	0.458	0.417	0.267	0.309	0.356	0.291	0.181
DE041N0:DE133C0	0.567	1	1	2	2	2	1	1	1	3	1	1	2	2	3	0.471	0.388	0.681	0.143	0.368	1.0	0.217	1.0	0.417	0.24	0.784	0.775	0.323	0.224
DE041N0:DE135C0	0.483	1	0	2	1	1	2	1	1	2	2	2	1	3	2	0.092	0.0	0.241	0.139	1.0	0.582	0.129	0.223	0.358	0.615	0.325	0.785	0.226	0.314
DE041N0:DE141C0	0.539	1	1	2	2	1	0	1	1	1	1	2	1	3	3	1.0	1.0	0.13	0.421	1.0	0.0	0.499	1.0	0.642	0.24	0.168	0.59	0.21	0.256
DE041N0:DE150C0	0.491	1	1	1	2	2	1	1	0	2	1	0	2	4	3	0.156	0.612	0.051	0.537	0.359	0.424	0.783	0.0	0.36	1.0	0.0	0.319	0.232	0.314
DE041N0:DE165C0	0.621	1	1	1	1	1	1	1	1	2	2	3	3	3	3	0.777	0.326	0.092	0.537	0.487	0.806	1.0	0.285	0.128	0.615	0.242	0.484	0.323	0.273
DE041N0:DE166C0	0.369	0	0	1	2	1	1	2	0	1	1	2	2	3	2	0.0	0.0	0.115	0.537	0.786	0.211	0.513	0.0	0.417	0.24	0.41	0.136	0.262	0.224
DE041N0:DE194C0	0.579	1	1	1	1	1	1	2	0	2	1	1	3	2	3	0.348	1.0	0.732	0.279	1.0	0.506	0.248	0.0	0.358	0.24	0.784	0.289	0.503	0.314
DE041N0:DE205C0	0.648	1	2	2	1	1	1	2	1	2	1	2	1	2	2	0.118	0.339	0.405	0.857	0.857	0.781	0.593	0.709	0.236	0.145	0.784	0.887	0.449	0.256
DE041N0:DE216C0	0.516	1	1	1	2	1	2	1	1	2	1	2	2	1	3	0.234	0.15	0.075	0.163	0.424	0.267	0.217	0.362	0.213	1.0	0.523	0.467	0.658	0.26
DE041N0:DE221C0	0.483	1	1	2	2	1	1	1	2	3	1	2	2	2	3	1.0	0.453	0.372	0.537	0.559	0.424	0.096	0.295	0.251	0.24	0.216	0.328	0.761	0.193
DE041N0:DE233C0	0.471	0	0	2	2	0	1	2	1	2	1	1	2	4	2	0.0	0.0	0.732	0.32	0.0	1.0	0.548	1.0	0.267	0.24	0.457	0.496	0.096	0.314
DE041N0:DE239C0	0.314	0	1	1	2	1	0	1	0	2	1	1	2	3	3	0.0	0.079	0.444	0.205	0.827	0.0	0.217	0.0	0.225	0.24	0.269	0.153	0.191	0.224
DE041N0:DE241C0	0.329	0	1	2	2	1	0	2	2	1	0	3	1	3	2	0.0	0.673	0.328	0.32	0.296	0.0	0.24	0.542	0.225	0.0	0.297	0.115	0.096	0.252
DE041N0:DE267C0	0.477	1	1	2	3	1	1	2	2	2	2	2	1	2	2	1.0	0.745	0.681	0.24	0.317	0.318	0.536	0.207	0.261	0.452	0.416	0.887	0.163	0.058
DE041N0:DE274C0	0.524	1	1	2	1	1	2	1	1	3	2	1	1	3	2	0.43	0.126	0.431	0.537	0.727	0.518	0.217	0.869	0.225	0.434	0.216	0.314	0.101	0.52
DE041N0:DE317C0	0.48	1	1	2	2	1	0	2	2	2	1	1	2	2	3	0.595	1.0	0.268	0.32	0.881	0.0	0.531	0.367	0.259	0.263	0.216	0.198	0.52	0.224
DE041N0:DE327C0	0.503	0	1	1	1	1	1	1	1	2	1	2	1	2	3	0.0	1.0	0.051	0.537	1.0	0.353	0.24	0.183	0.225	0.76	0.292	0.727	0.328	0.314
DE041N0:DE366C0	0.568	1	2	1	1	1	1	1	1	1	1	1	1	3	2	0.377	0.245	0.732	0.537	0.605	0.517	0.362	0.542	0.417	0.124	1.0	0.885	0.505	0.314
DE041N0:MKK2835.2G/	0.562	0	1	1	1	1	0	1	1	2	1	1	1	2	3	0.0	1.0	0.732	0.537	1.0	0.0	0.783	1.0	0.358	0.76	0.216	0.115	0.503	0.224
DE041N0:NHP1337.12C/	0.438	1	0	1	2	0	1	1	0	1	1	1	1	3	2	1.0	0.0	0.268	0.32	0.0	1.0	0.217	0.0	0.417	0.24	0.784	0.885	0.096	0.314
DE043N0:DE044N0	0.678	1	2	2	3	1	1	2	3	2	1	2	2	1	3	0.362	0.446	0.094	0.359	0.664	0.62	0.601	0.475	0.628	0.736	0.505	0.265	0.764	0.359
DE043N0:DE048N0	0.634	1	1	2	2	2	1	0	2	1	1	2	2	2	1	0.362	0.235	0.741	0.208	0.301	0.38	0.0	0.475	0.709	0.864	0.412	0.411	0.502	0.817
DE043N0:DE064N0	0.505	2	1	2	1	1	1	1	3	1	2	2	1	1	3	0.58	0.765	0.653	0.102	0.727	0.092	0.17	0.276	0.794	0.588	0.183	0.411	0.29	0.526
DE043N0:DE065N0	0.277	1	1	2	2	1	0	1	2	1	1	2	1	2	1	0.362	0.235	0.741	0.677	0.273	0.0	0.422	0.219	0.232	0.128	0.22	0.166	0.215	0.069
DE043N0:DE066N0	0.512	1	1	2	2	1	1	1	3	2	1	2	3	2	3	0.638	0.765	0.741	0.789	0.209	0.62	0.345	0.239	0.24	0.272	0.334	0.212	0.267	0.387
DE043N0:DE068N0	0.584	2	2	2	3	2	1	1	2	1	2	3	2	2	2	0.638	0.181	0.523	0.268	0.296	0.26	0.366	0.292	0.832	0.349	0.203	0.602	0.65	0.318
DE043N0:DE077N0	0.542	1	1	1	2	2	1	1	1	1	2	2	2	1	2	0.362	0.496	0.165	0.714	0.5	0.62	0.54	0.286	1.0	0.364	0.25	0.47	0.692	0.254
DE043N0:DE133C0	0.51	2	1	2	2	1	1	1	2	2	0	1	2	1	1	0.529	0.153	0.094	0.538	0.544	0.62	0.725	0.475	0.72	0.0	0.334	0.243	0.379	0.817
DE043N0:DE135C0	0.442	1	1	2	2	1	2	1	3	0	1	2	1	1	2	0.546	0.235	0.286	0.472	0.727	0.276	0.871	0.239	0.0	0.615	0.191	0.484	0.322	0.242
DE043N0:DE141C0	0.442	1	1	1	2	1	1	2	2	1	0	2	2	1	2	0.362	0.765	1.0	0.106	0.727	0.38	0.284	0.475	0.732	0.0	0.348	0.468	0.103	0.203
DE043N0:DE150C0	0.473	2	2	2	2	2	0	1	2	1	1	2	3	2	2	0.373	0.612	0.681	0.254	0.359	0.0	0.275	0.239	0.532	0.744	0.516	0.329	0.328	0.114
DE043N0:DE165C0	0.54	2	1	2	1	1	1	0	3	2	2	4	2	3	2	0.362	0.091	0.641	0.102	0.214	0.426	0.0	0.285	0.353	0.615	0.18	0.583	0.335	0.436
DE043N0:DE166C0	0.487	1	1	2	2	2	2	2	2	1	0	2	1	2	2	0.638	0.235	0.618	0.267	0.727	0.38	0.213	0.239	1.0	0.0	0.15	0.532	0.379	0.359
DE043N0:DE194C0	0.425	1	1	1	2	1	1	2	2	0	0	1	2	1	1	0.255	0.765	0.165	0.236	0.727	0.127	0.339	0.239	0.0	0.0	0.334	0.49	1.0	0.285
DE043N0:DE205C0	0.471	2	1	2	2	1	1	1	2	3	1	1	2	2	2	0.638	0.339	0.336	0.282	0.584	0.401	0.09	0.219	0.158	0.385	0.484	0.468	0.85	0.212
DE043N0:DE216C0	0.486	1	1	1	2	2	2	1	2	2	1	0	2	2	2	0.404	0.085	1.0	0.633	0.424	0.113	0.725	0.123	0.571	0.76	0.0	0.533	0.443	0.26
DE043N0:DE221C0	0.469	1	2	2	2	1	0	2	3	2	0	3	2	2	3	0.362	0.453	0.165	0.165	0.286	0.0	0.725	0.295	0.378	0.0	0.223	0.204	0.59	0.453
DE043N0:DE233C0	0.418	1	1	1	2	1	1	1	2	2	0	2	2	1	2	0.638	0.235	0.259	0.792	0.273	0.62	0.177	0.475	0.492	0.0	0.772	0.279	0.082	0.239
DE043N0:DE239C0	0.493	1	1	2	2	1	1	1	2	1	0	1	1	1	1	0.638	0.189	0.289	0.603	0.554	0.38	0.725	0.239	0.134	0.0	0.85	0.532	0.191	0.931
DE043N0:DE241C0	0.351	1	1	2	2	2	1	1	1	1	1	3	1	0	2	0.638	0.439	0.405	0.789	0.296	0.38	0.486	0.475	0.327	0.24	0.158	0.415	0.0	0.069
DE043N0:DE267C0	0.498	1	1	2	3	2	2	1	2	1	2	2	2	2	2	0.362	0.51	0.094	0.171	0.317	0.38	0.462	0.119	0.619	0.489	0.115	0.468	0.241	0.624
DE043N0:DE274C0	0.492	1	2	2	1	1	2	1	3	2	1	2	3	2	2	0.208	0.235	0.31	0.102	1.0	0.203	0.725	0.475	0.3	0.434	0.516	0.219	0.233	0.249
DE043N0:DE317C0	0.624	2	1	2	2	1	1	1	3	1	2	2	2	1	1	0.405	0.765	0.489	0.657	0.608	0.38	0.252	0.367	0.099	0.272	0.516	0.653	0.648	0.931
DE043N0:DE327C0	0.492	1	1	1	1	1	1	2	3	1	1	1	1	2	1	0.638	0.765	0.906	0.102	0.727	0.724	0.486	0.239	0.247	1.0	0.223	0.468	0.394	0.102
DE043N0:DE366C0	0.454	1	2	1	1	1	1	2	2	1	1	1	2	3	1	1.0	0.289	0.165	0.102	0.332	0.137	0.422	0.475	1.0	0.364	0.484	0.468	0.271	0.069
DE043N0:MKK2835.2G/	0.614	1	1	1	1	1	1	1	2	0	1	2	1	1	1	0.638	0.765	0.165	0.102	0.727	0.38	0.275	0.475	0.0	1.0	0.516	0.411	1.0	0.931
DE043N0:NHP1337.12C/	0.386	1	1	2	2	1	1	1	2	1	0	1	2	0	1	0.362	0.235	0.741	0.792	0.273	0.62	0.725	0.239	1.0	0.0	0.334	0.468	0.0	0.069
DE044N0:DE048N0	0.433	1	3	1	2	1	0	1	2	2	1	2	3	2	2	1.0	0.189	0.338	0.293	0.238	0.0	0.164	0.542	0.337	0.6	0.275	0.159	0.285	0.285
DE044N0:DE064N0	0.48	1	2	0	1	1	1	2	2	1	1	0	3	2	3	0.42	0.292	0.0	0.091	0.937	0.326	0.164	0.697	0.628	0.588	0.0	0.203	0.29	0.488
DE044N0:DE065N0	0.454	1	3	1	2	1	1	2	1	2	2	2	4	3	3	1.0	0.189	0.338	0.567	0.063	0.339	0.355	0.579	0.232	0.264	0.137	0.287	0.236	0.161
DE044N0:DE066N0	0.451	0	2	1	2	1	1	1	2	2	1	1	1	2	4	0.0	0.292	0.338	0.567	0.063	1.0	0.52	0.149	0.372	0.548	0.114	0.171	0.267	0.204
DE044N0:DE068N0	0.552	1	2	1	2	2	1	1	2	2	2	3	2	3	3	0.186	0.537	0.139	0.433	0.492	0.12	0.52	0.421	0.628	0.196	0.357	0.225	0.48	0.265
DE044N0:DE077N0	0.579	1	3	1	2	2	1	1	1	2	2	2	2	1	2	1.0	0.257	0.662	0.342	0.437	1.0	0.355	0.349	0.628	0.267	0.359	0.516	0.456	0.186
DE044N0:DE133C0	0.547	1	3	1	2	3	1	2	1	3	1	2	2	1	2	0.471	0.199	1.0	0.567	0.368	1.0	0.355	0.891	0.348	0.264	0.137	0.588	0.143	0.285
DE044N0:DE135C0	0.585	1	3	2	2	1	2	2	2	1	2	3	2	2	3	0.092	0.189	0.205	0.403	0.937	0.582	0.601	0.223	0.124	0.615	0.357	0.385	0.322	0.335
DE044N0:DE141C0	0.486	1	2	2	2	1	0	2	1	1	1	2	2	2	3	1.0	0.292	0.13	0.259	0.937	0.0	0.399	0.891	0.628	0.264	0.529	0.385	0.236	0.109
DE044N0:DE150C0	0.481	1	3	0	2	2	1	2	1	2	1	2	2	2	3	0.156	0.292	0.0	0.254	0.296	0.424	0.246	0.109	0.248	1.0	0.392	0.269	0.521	0.217
DE044N0:DE165C0	0.479	1	3	0	1	2	1	1	2	2	2	3	3	3	3	0.777	0.171	0.0	0.091	0.487	0.806	0.164	0.285	0.26	0.615	0.305	0.31	0.192	0.246
DE044N0:DE166C0	0.444	0	3	0	2	1	1	3	1	2	1	1	2	2	3	0.0	0.189	0.0	0.267	0.723	0.211	0.242	0.109	0.628	0.264	0.357	0.203	0.663	0.248
DE044N0:DE194C0	0.465	1	2	1	1	1	1	2	1	1	1	2	2	1	2	0.348	0.292	0.662	0.145	0.937	0.506	0.246	0.109	0.124	0.264	0.137	0.427	0.764	0.386
DE044N0:DE205C0	0.51	1	4	2	2	2	1	2	1	3	1	3	2	2	3	0.118	0.171	0.405	0.282	0.857	0.781	0.164	0.601	0.147	0.121	0.161	0.385	0.613	0.302
DE044N0:DE216C0	0.497	1	2	2	2	1	2	2	1	3	1	2	3	2	3	0.234	0.171	0.117	0.563	0.361	0.267	0.355	0.253	0.571	1.0	0.231	0.262	0.443	0.14
DE044N0:DE221C0	0.545	1	2	2	2	2	1	3	1	3	1	2	2	3	4	1.0	0.383	0.372	0.165	0.559	0.424	0.355	0.295	0.151	0.264	0.357	0.269	0.59	0.285
DE044N0:DE233C0	0.497	0	3	2	2	1	1	2	1	3	1	2	3	1	3	0.0	0.189	0.662	0.567	0.063	1.0	0.206	0.891	0.268	0.264	0.505	0.171	0.166	0.335
DE044N0:DE239C0	0.418	0	3	1	2	2	0	2	1	2	1	1	2	2	3	0.0	0.269	0.373	0.285	0.827	0.0	0.355	0.109	0.134	0.264	0.505	0.203	0.236	0.285
DE044N0:DE241C0	0.359	0	3	2	2	1	0	1	2	2	0	3	3	1	3	0.0	0.257	0.257	0.567	0.234	0.0	0.355	0.542	0.327	0.0	0.199	0.203	0.236	0.145
DE044N0:DE267C0	0.497	1	3	1	2	2	1	2	1	1	2	3	2	1	3	1.0	0.257	1.0	0.275	0.317	0.318	0.464	0.207	0.752	0.452	0.137	0.385	0.071	0.37
DE044N0:DE274C0	0.559	1	2	2	1	1	2	2	1	3	2	2	2	2	3	0.43	0.189	0.431	0.091	0.664	0.519	0.355	1.0	0.3	0.434	0.392	0.269	0.521	0.145
DE044N0:DE317C0	0.558	1	2	2	2	2	0	2	2	2	1	2	3	2	3	0.595	0.292	0.338	0.342	0.881	0.0	0.195	0.367	0.124	0.263	0.392	0.198	0.648	0.285
DE044N0:DE327C0	0.497	0	2	1	1	1	1	1	2	2	1	3	2	3	3	0.0	0.292	0.121	0.091	0.937	0.323	0.601	0.183	0.247	0.736	0.237	0.385	0.394	0.14
DE044N0:DE366C0	0.497	1	4	1	1	2	1	2	2	2	1	3	2	4	3	0.377	0.289	0.662	0.096	0.605	0.517	0.246	0.542	0.628	0.1	0.168	0.385	0.271	0.14
DE044N0:MKK2835.2G/	0.551	0	2	1	1	1	0	2	1	1	1	2	3	1	3	0.0	0.292	0.662	0.091	0.937	0.0	0.246	0.891	0.124	0.736	0.392	0.203	0.764	0.285
DE044N0:NHP1337.12C/	0.448	1	3	1	2	1	1	2	1	2	1	2	2	1	3	1.0	0.189	0.338	0.567	0.063	1.0	0.355	0.109	0.628	0.264	0.137	0.385	0.236	0.14
DE048N0:DE064N0	0.494	1	0	1	2	1	2	2	2	1	2	3	1	0	2	0.42	0.0	0.653	0.453	0.301	0.582	0.754	0.348	0.503	0.452	0.333	0.638	0.0	0.412
DE048N0:DE065N0	0.379	1	1	1	3	1	1	2	1	1	0	1	2	2	1	1.0	1.0	1.0	0.182	0.699	0.661	0.304	0.23	0.059	0.0	0.37	0.085	0.284	0.114
DE048N0:DE066N0	0.479	0	0	1	2	1	0	2	2	2	2	2	2	3	3	0.0	0.0	1.0	0.182	0.699	0.0	0.381	0.458	0.24	0.272	0.589	0.212	0.16	0.295
DE048N0:DE068N0	0.508	1	2	1	3	1	1	2	2	1	2	2	3	2	1	0.186	0.585	0.523	0.185	0.508	0.88	0.36	0.292	0.541	0.349	0.203	0.362	0.436	0.164
DE048N0:DE077N0	0.441	1	1	0	2	2	0	2	0	1	2	3	2	2	2	1.0	0.269	0.0	0.202	0.371	0.0	0.246	0.0	0.709	0.364	0.255	0.187	0.502	0.403
