comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
HI0026.F1:HI0101.F1	0.392	1	2	0	1	0	2	1	2	1	1	1	1	3	2	0.602	0.388	0.0	0.436	0.0	0.329	0.213	0.378	0.63	0.198	0.407	0.416	0.132	0.31
HI0026.F1:HI0103.F1	0.452	1	1	0	1	1	2	0	2	2	2	1	3	2	2	0.398	0.673	0.0	0.564	0.757	0.099	0.0	0.396	0.198	0.231	0.513	0.401	0.274	0.329
HI0026.F1:HI0106.F1	0.709	2	2	1	2	2	2	1	2	1	1	2	1	2	3	0.602	0.542	0.673	0.436	0.243	0.549	0.384	0.621	0.63	0.491	0.484	0.817	0.39	0.414
HI0026.F1:HI0108.F1	0.585	1	2	1	2	1	3	1	2	1	1	2	2	2	2	0.602	0.458	1.0	0.436	0.058	0.243	0.321	0.271	0.63	0.491	0.436	0.416	0.313	0.414
HI0026.F1:HI0112.F1	0.471	2	2	0	1	1	2	1	2	1	1	2	3	4	2	0.537	0.327	0.0	0.436	0.243	0.243	0.504	0.11	0.278	0.509	0.407	0.183	0.439	0.313
HI0026.F1:HI0113.F2	0.65	1	1	1	2	1	3	1	1	1	1	2	2	2	2	0.602	0.673	1.0	0.564	0.757	0.375	0.412	0.621	0.382	0.491	0.407	0.305	0.527	0.514
HI0026.F1:HI0114.F2	0.492	1	1	1	1	2	1	1	1	2	2	2	1	3	3	0.602	0.327	1.0	0.263	0.124	0.208	0.748	0.111	0.37	0.509	0.263	0.183	0.266	0.414
HI0026.F1:HI0116.F2	0.489	1	1	1	1	2	2	1	1	2	1	2	2	2	2	0.602	0.327	1.0	0.436	0.243	0.243	0.382	0.056	0.37	0.228	0.407	0.401	0.527	0.311
HI0026.F1:HI0118.F2	0.586	1	1	1	1	1	2	1	2	1	1	2	3	2	2	0.398	0.673	1.0	0.436	0.757	0.305	0.33	0.514	0.257	0.509	0.367	0.401	0.527	0.331
HI0026.F1:HI0119.F2	0.546	2	1	1	1	1	2	1	2	1	1	1	2	1	3	0.398	0.673	1.0	0.436	0.757	0.243	0.748	0.269	0.37	0.491	0.407	0.401	0.84	0.136
HI0026.F1:HI0122.F2	0.624	1	1	1	1	1	3	1	1	1	2	1	2	2	3	0.602	0.673	1.0	0.733	0.757	0.491	0.748	0.257	0.37	0.491	0.407	0.281	0.527	0.3
HI0026.F1:HI0124.F2	0.505	1	3	2	1	1	3	2	3	1	1	2	2	3	3	0.602	0.439	0.487	0.248	0.243	0.116	0.284	0.168	0.235	0.491	0.407	0.183	0.236	0.414
HI0026.F1:HI0125.F2	0.502	1	2	1	2	1	2	1	2	2	1	2	2	2	3	0.602	0.358	1.0	0.436	0.757	0.146	0.748	0.269	0.147	0.491	0.109	0.401	0.527	0.139
HI0026.F1:HI0126.F2	0.481	1	2	1	1	2	2	1	1	2	1	3	1	2	2	0.602	0.327	1.0	0.263	0.243	0.243	0.568	0.056	0.37	0.509	0.41	0.183	0.527	0.414
HI0026.F1:HI0127.F2	0.572	1	0	1	2	2	2	2	3	1	1	2	2	2	3	0.602	0.0	0.269	0.436	0.757	0.549	0.748	0.218	0.63	0.491	0.577	0.401	0.17	0.414
HI0026.F1:HI0129.F2	0.505	1	1	1	1	1	3	1	2	0	2	1	2	2	2	0.602	0.673	1.0	0.436	0.757	0.549	0.748	0.269	0.0	0.491	0.407	0.416	0.312	0.204
HI0026.F1:HI0130.F2	0.528	1	1	1	1	1	1	1	1	1	1	2	2	2	3	0.285	0.327	0.866	0.436	0.757	0.146	0.748	0.284	0.37	0.491	0.407	0.401	0.527	0.317
HI0026.F1:HI0131.F2	0.579	1	1	1	2	1	3	1	2	2	2	2	2	2	2	0.398	0.327	0.612	0.564	1.0	0.321	0.748	0.471	0.157	0.509	0.407	0.183	0.39	0.414
HI0026.F1:HI0132.F2	0.466	1	1	1	1	1	2	1	2	1	1	1	3	2	3	0.398	0.673	1.0	0.436	0.757	0.243	0.748	0.153	0.208	0.285	0.407	0.183	0.527	0.169
HI0026.F1:HI0134.F2	0.594	1	2	1	1	1	2	1	1	1	1	1	2	1	2	0.602	0.327	0.397	0.297	0.757	0.243	0.748	0.89	0.747	0.491	0.407	0.401	0.918	0.304
HI0026.F1:HI0136.F2	0.536	2	1	1	1	2	3	1	2	2	1	2	3	2	2	0.602	0.673	1.0	0.436	0.757	0.176	0.538	0.343	0.404	0.491	0.5	0.183	0.34	0.218
HI0026.F1:HI0138.F2	0.484	1	1	1	1	1	3	1	3	1	1	1	2	2	3	0.602	0.673	0.1	0.436	0.757	0.243	0.748	0.283	0.208	0.491	0.135	0.401	0.475	0.204
HI0026.F1:HI0139.F2	0.515	1	1	2	2	1	2	1	2	1	1	2	2	2	1	0.602	0.253	0.663	0.564	0.757	0.208	1.0	0.359	0.131	0.491	0.407	0.183	0.527	0.382
HI0026.F1:HI0140.F2	0.441	2	1	1	1	1	2	1	1	1	1	2	2	3	3	0.602	0.327	1.0	0.086	0.757	0.243	0.748	0.254	0.219	0.491	0.407	0.183	0.114	0.204
HI0026.F1:HI0142.F2	0.523	2	1	1	2	1	2	1	1	1	2	2	2	2	2	0.236	0.08	1.0	0.564	0.757	0.243	0.748	0.621	0.37	0.202	0.481	0.401	0.446	0.072
HI0026.F1:HI0143.F2	0.557	1	1	1	1	1	1	1	2	1	1	1	2	2	3	0.602	0.327	1.0	0.146	0.757	0.457	0.356	0.621	0.63	0.491	0.407	0.401	0.61	0.275
HI0026.F1:HI0144.F2	0.569	1	1	2	1	1	2	1	3	1	1	1	2	2	2	0.602	0.327	0.597	0.308	0.757	0.243	0.748	0.186	0.753	0.491	0.407	0.401	0.527	0.486
HI0026.F1:HI0145.F2	0.557	1	1	1	2	1	3	1	1	1	3	1	3	3	2	0.398	0.673	0.62	0.373	0.757	0.243	0.748	0.621	0.37	0.283	0.407	0.183	0.312	0.486
HI0026.F1:HI0146.F2	0.477	1	1	1	1	2	3	1	2	1	1	1	2	2	2	0.602	0.358	0.674	0.436	0.542	0.251	0.748	0.31	0.37	0.491	0.407	0.238	0.61	0.218
HI0026.F1:HI0147.F2	0.484	1	1	1	1	2	1	1	2	1	1	2	1	3	4	0.602	0.673	1.0	0.436	0.469	0.146	0.748	0.42	0.37	0.769	0.285	0.183	0.165	0.141
HI0026.F1:HI0148.F2	0.531	1	1	1	1	2	1	2	1	1	1	1	2	3	3	0.419	0.327	1.0	0.436	0.572	0.062	0.432	0.621	0.239	0.832	0.077	0.312	0.383	0.28
HI0026.F1:HI0150.F2	0.517	1	2	1	1	2	2	2	2	1	2	2	2	2	3	0.602	0.226	1.0	0.436	0.757	0.146	0.615	0.269	0.249	0.369	0.319	0.401	0.527	0.205
HI0026.F1:HI0151.F2	0.536	2	2	1	1	1	3	1	1	1	2	1	2	3	3	0.212	0.327	1.0	0.436	0.757	0.265	0.575	0.621	0.37	0.509	0.407	0.401	0.236	0.204
HI0026.F1:HI0154.F2	0.602	1	1	1	1	1	2	1	2	2	2	1	2	1	3	0.602	0.101	1.0	0.436	0.757	0.199	0.749	0.11	0.63	0.491	0.407	0.401	0.918	0.233
HI0026.F1:HI0156.F2	0.434	1	1	2	1	2	3	1	2	3	1	3	2	4	2	0.143	0.673	0.372	0.436	0.531	0.447	0.351	0.269	0.32	0.491	0.167	0.213	0.093	0.224
HI0026.F1:HI0159.F2	0.663	1	1	1	2	1	2	2	3	1	1	1	2	3	3	0.132	0.673	1.0	0.436	0.757	0.243	0.748	0.174	0.63	0.642	0.84	0.401	0.527	0.284
HI0026.F1:HI0160.F2	0.521	1	2	2	1	1	3	1	2	2	2	2	3	2	2	0.213	0.277	0.47	0.436	0.371	0.403	0.748	0.269	0.206	0.491	0.407	0.212	0.527	0.204
HI0026.F1:HI0162.F2	0.433	1	1	1	2	1	3	1	3	1	0	1	3	2	3	0.236	0.327	1.0	0.436	0.243	0.103	0.093	0.269	0.213	0.0	0.407	0.241	0.527	0.303
HI0026.F1:HI0163.F2	0.598	1	1	1	2	1	2	2	2	1	2	1	3	3	2	0.602	0.124	1.0	0.564	0.937	0.447	0.252	0.621	0.63	0.491	0.27	0.401	0.165	0.332
HI0026.F1:HI0164.F2	0.525	1	1	1	1	2	3	2	3	1	0	2	2	2	3	0.118	0.327	0.597	0.564	0.243	0.361	0.464	0.386	0.753	0.0	0.236	0.401	0.527	0.414
HI0026.F1:HI0165.F2	0.465	1	1	1	1	2	2	2	1	2	2	2	2	2	2	0.602	0.673	1.0	0.436	0.449	0.549	0.18	0.263	0.32	0.491	0.13	0.258	0.083	0.414
HI0026.F1:HI0170.F2	0.368	1	1	1	2	2	3	1	2	1	2	1	2	2	3	0.602	0.327	0.541	0.436	0.09	0.474	0.252	0.13	0.252	0.119	0.32	0.094	0.217	0.204
HI0026.F1:HI0173.F2	0.454	2	1	1	2	1	3	1	1	1	0	2	3	2	2	0.389	0.136	0.485	0.436	0.521	0.103	0.051	0.621	0.243	0.0	0.593	0.241	0.27	0.414
HI0026.F1:HI0174.F2	0.466	1	2	1	1	2	2	1	2	1	1	1	1	2	3	0.426	0.327	1.0	0.436	0.243	0.375	0.252	0.101	0.236	0.226	0.407	0.312	0.386	0.414
HI0026.F1:HI0175.F2	0.512	2	1	1	1	2	3	1	2	1	1	3	3	3	2	0.398	0.327	0.388	0.436	0.243	0.208	0.351	0.269	0.63	0.491	0.397	0.183	0.237	0.414
HI0026.F1:HI0177.F2	0.495	1	1	2	1	1	2	2	2	1	2	3	1	2	2	0.159	0.327	0.598	0.436	0.757	0.549	0.308	0.153	0.485	0.272	0.407	0.265	0.313	0.414
HI0026.F1:HI0183.F2	0.441	1	1	2	2	1	4	1	2	1	1	3	2	4	3	0.602	0.673	0.372	0.564	0.243	0.232	0.435	0.332	0.066	0.275	0.13	0.183	0.157	0.31
HI0026.F1:HI0185.F2	0.54	2	2	1	1	1	2	2	2	3	1	1	3	3	2	0.213	0.572	0.506	0.436	0.116	0.549	0.512	0.495	0.157	0.732	0.407	0.268	0.313	0.407
HI0026.F1:HI0187.F2	0.558	1	1	1	2	2	2	2	1	2	1	2	2	3	3	0.602	0.327	0.805	0.564	0.157	0.549	0.415	0.89	0.191	0.245	0.22	0.336	0.313	0.414
HI0026.F1:HI0188.F2	0.516	0	1	1	1	1	3	2	2	0	1	2	2	2	2	0.0	0.151	0.544	1.0	0.757	0.469	0.252	0.129	0.0	0.491	0.407	0.401	0.527	0.31
HI0026.F1:HI0189.F2	0.549	1	1	1	1	1	2	2	3	1	1	3	3	3	3	0.213	0.327	1.0	0.564	0.243	0.243	0.447	0.269	0.37	0.491	0.303	0.208	0.415	0.356
HI0026.F1:HI0190.F2	0.532	1	2	0	1	2	2	2	2	2	2	2	1	3	3	0.398	0.327	0.0	0.436	0.421	0.549	0.441	0.269	0.254	0.509	0.268	0.416	0.242	0.486
HI0026.F1:HI0194.F2	0.522	2	2	2	2	2	2	1	2	2	1	1	0	3	2	0.591	0.563	0.669	0.363	0.757	0.243	0.568	0.441	0.227	0.145	0.593	0.0	0.261	0.327
HI0026.F1:HI0196.F2	0.466	1	1	1	1	1	2	1	1	1	0	2	2	3	3	0.398	0.528	1.0	0.436	0.757	0.243	1.0	0.621	0.37	0.0	0.407	0.183	0.083	0.232
HI0026.F1:HI0197.F2	0.543	1	2	1	1	1	2	2	1	1	1	1	2	2	2	0.602	0.327	0.172	0.436	0.757	0.375	0.748	0.621	0.37	0.204	0.407	0.183	0.527	0.414
HI0026.F1:HI0198.F2	0.442	1	2	2	1	1	2	2	1	1	1	3	1	1	4	0.602	0.327	0.487	0.436	0.243	0.375	0.568	0.89	0.236	0.055	0.25	0.297	0.315	0.171
HI0026.F1:HI0199.F2	0.442	2	1	1	1	2	3	1	1	1	1	1	2	1	1	0.323	0.492	0.62	0.364	0.243	0.243	0.566	0.621	0.63	0.259	0.407	0.189	0.313	0.507
HI0026.F1:HI0200.F2	0.539	1	1	1	1	1	2	1	3	1	1	3	3	2	2	0.243	0.673	0.463	0.483	0.757	0.549	0.748	0.186	0.255	0.491	0.22	0.183	0.527	0.609
HI0026.F1:HI0203.F2	0.533	1	1	1	1	2	2	2	3	3	1	3	2	2	4	0.602	0.673	0.719	0.062	0.663	0.132	0.395	0.448	0.37	0.491	0.185	0.183	0.527	0.204
HI0026.F1:HI0206.F2	0.435	1	1	0	1	2	3	1	2	1	1	1	2	3	3	0.146	0.327	0.0	0.564	0.146	0.496	0.082	0.269	0.63	0.208	0.593	0.401	0.192	0.414
HI0026.F1:HI0207.F2	0.446	1	1	2	2	2	2	1	3	1	0	1	2	2	2	0.602	0.062	0.485	0.436	0.55	0.146	0.382	0.226	0.37	0.0	0.407	0.401	0.527	0.183
HI0026.F1:HI0208.F2	0.455	1	1	1	1	2	2	2	1	0	1	2	3	2	2	0.602	0.146	1.0	0.436	0.131	0.243	0.33	0.245	0.0	0.637	0.338	0.309	0.527	0.147
HI0026.F1:HI0211.F2	0.565	1	1	1	1	1	2	3	2	1	2	1	2	2	2	0.602	0.673	0.33	0.859	0.757	0.27	0.408	0.398	0.172	0.509	0.254	0.401	0.364	0.366
HI0026.F1:HI0213.F2	0.572	1	1	2	1	2	2	1	2	1	1	1	2	1	2	0.602	0.327	0.52	0.436	0.243	0.549	0.748	0.301	0.37	0.491	0.577	0.238	0.527	0.514
HI0026.F1:HI0215.F2	0.479	1	2	1	2	1	3	2	1	1	2	1	2	2	4	0.602	0.327	0.72	0.438	0.294	0.256	0.252	0.89	0.236	0.16	0.407	0.336	0.313	0.315
HI0026.F1:HI0216.F2	0.423	1	2	1	2	1	1	3	1	0	1	2	2	3	2	0.398	0.327	0.35	0.42	0.243	0.062	0.257	0.496	0.0	0.162	0.6	0.229	0.313	0.414
HI0026.F1:HI0225.F2	0.514	1	2	1	1	1	2	1	2	1	2	1	2	3	2	0.602	0.539	1.0	0.436	0.243	0.521	0.748	0.733	0.37	0.14	0.407	0.401	0.527	0.072
HI0026.F1:HI0227.F2	0.482	1	1	1	1	1	2	2	1	1	1	2	2	2	2	0.398	0.673	1.0	0.436	0.243	0.243	0.619	0.11	0.157	0.162	0.407	0.401	0.61	0.291
HI0026.F1:HI0230.F2	0.532	1	2	3	1	2	1	2	1	1	1	2	2	3	2	0.602	0.339	0.468	0.436	0.558	0.062	0.339	0.938	0.37	0.491	0.468	0.599	0.261	0.138
HI0026.F1:HI0232.F2	0.459	1	2	1	1	1	2	2	1	1	0	3	2	2	2	0.124	0.673	0.189	0.436	0.131	0.243	0.464	0.461	0.153	0.0	0.236	0.318	0.278	0.414
HI0026.F1:HI0239.F2	0.484	1	2	1	1	2	2	1	1	1	2	1	1	2	4	0.602	0.151	0.583	0.436	0.243	0.15	1.0	0.612	0.37	0.204	0.407	0.297	0.527	0.204
HI0026.F1:HI0241.F2	0.563	1	1	1	2	1	2	1	2	1	2	1	2	3	3	0.602	0.673	1.0	0.436	0.087	0.549	0.126	0.172	0.63	0.509	0.17	0.401	0.313	0.414
HI0026.F1:HI0242.F2	0.508	1	2	1	1	1	2	1	2	1	1	2	3	3	2	0.398	0.289	0.921	0.436	0.622	0.146	0.748	0.11	0.37	0.198	0.169	0.317	0.313	0.358
HI0026.F1:HI0246.F2	0.416	1	1	2	1	1	1	2	2	1	1	2	2	2	3	0.602	0.307	0.113	0.076	0.757	0.208	0.323	0.269	0.37	0.133	0.454	0.207	0.527	0.084
HI0026.F1:HI0251.F2	0.571	1	2	1	1	2	1	1	1	1	2	2	2	2	3	0.436	0.55	0.568	0.436	0.559	0.208	1.0	1.0	0.609	0.259	0.407	0.278	0.527	0.204
HI0026.F1:HI0253.F2	0.471	2	1	1	1	2	2	2	2	1	0	1	2	4	3	0.226	0.327	1.0	0.564	0.352	0.549	0.535	0.269	0.108	0.0	0.361	0.594	0.226	0.258
HI0026.F1:HI0254.F2	0.502	1	1	2	1	1	3	1	2	2	1	2	2	3	3	0.602	0.327	0.427	0.451	0.243	0.243	1.0	0.269	0.198	0.491	0.359	0.318	0.39	0.117
HI0026.F1:HI0256.F2	0.506	2	1	1	1	1	3	1	2	1	1	2	2	3	3	0.42	0.327	0.919	0.564	0.243	0.365	0.252	0.17	0.235	0.491	0.407	0.401	0.236	0.414
HI0026.F1:HI0258.F2	0.574	1	1	1	2	1	2	2	1	2	1	2	2	3	3	0.159	0.702	1.0	0.436	0.757	0.243	0.172	0.89	0.37	0.491	0.379	0.401	0.375	0.27
HI0026.F1:HI0259.F2	0.504	2	1	1	1	2	2	1	2	1	3	1	2	3	3	0.325	0.327	1.0	0.436	0.757	0.243	0.749	0.271	0.188	0.227	0.407	0.183	0.312	0.233
HI0026.F1:HI0263.F2	0.513	1	1	1	2	2	2	1	1	1	1	1	3	2	2	0.602	0.673	0.794	0.242	0.307	0.549	0.748	0.621	0.37	0.185	0.407	0.305	0.313	0.3
HI0026.F1:HI0265.F2	0.543	0	1	1	1	1	3	1	1	1	1	2	2	2	2	0.0	0.327	1.0	0.436	0.757	0.27	0.748	0.62	0.051	0.491	0.277	0.401	0.313	0.414
HI0026.F1:HI0266.F2	0.409	1	1	1	1	0	1	1	1	1	1	1	2	3	3	0.39	0.327	1.0	0.436	0.0	0.062	0.748	0.269	0.37	0.491	0.407	0.401	0.172	0.204
HI0026.F1:HI0267.F2	0.535	1	2	1	2	1	3	1	1	2	2	2	2	3	2	0.602	0.35	1.0	0.564	0.757	0.146	0.748	0.287	0.449	0.491	0.471	0.401	0.237	0.21
HI0026.F1:HI0268.F2	0.506	2	2	1	2	1	2	1	2	1	1	2	2	3	3	0.42	0.276	0.919	0.436	0.243	0.116	0.334	0.11	0.37	0.491	0.407	0.401	0.275	0.414
HI0028.F1:HI0029.F1	0.54	1	1	1	2	1	3	1	1	1	1	1	0	2	3	0.409	0.702	0.696	0.671	0.109	0.319	0.277	0.259	1.0	0.669	0.673	0.0	0.798	0.355
HI0028.F1:HI0030.F1	0.554	0	2	0	1	2	2	2	2	1	2	4	2	2	4	0.0	0.236	0.0	0.158	0.363	0.46	0.202	0.477	0.648	0.167	0.19	0.362	0.471	0.287
HI0028.F1:HI0031.F1	0.484	1	2	1	1	3	1	1	1	1	2	3	1	2	3	1.0	0.392	0.794	0.668	0.288	0.681	0.452	0.254	0.105	0.167	0.567	0.178	0.469	0.258
HI0028.F1:HI0032.F1	0.587	1	1	1	1	2	1	1	1	1	1	2	2	2	3	1.0	0.298	1.0	0.255	0.363	0.586	0.887	0.457	0.301	0.833	0.344	0.66	0.488	0.258
HI0028.F1:HI0033.F1	0.626	1	2	0	1	2	2	1	2	1	2	2	1	1	3	1.0	0.298	0.0	0.842	0.271	0.355	0.465	0.477	0.463	0.285	0.483	0.695	0.932	0.355
HI0028.F1:HI0035.F1	0.466	0	1	1	2	1	2	1	1	1	1	2	1	2	3	0.0	0.144	0.584	0.412	0.113	0.319	0.496	0.155	1.0	0.388	0.483	0.333	0.266	0.291
HI0028.F1:HI0038.F1	0.557	1	1	1	1	1	1	2	2	1	2	2	1	1	3	0.188	0.702	1.0	0.158	0.363	0.586	0.375	0.477	0.24	0.268	0.483	1.0	0.663	0.234
HI0028.F1:HI0039.F1	0.554	1	2	1	1	2	1	1	3	2	1	2	1	3	3	1.0	0.298	1.0	0.158	0.363	0.586	1.0	0.154	0.665	0.167	0.19	0.516	0.195	0.258
HI0028.F1:HI0040.F1	0.531	1	1	1	2	2	3	1	1	1	2	2	1	1	2	0.736	0.702	1.0	0.287	0.409	0.319	0.479	0.24	0.226	0.167	0.19	0.607	1.0	0.222
HI0028.F1:HI0041.F1	0.464	2	2	1	1	1	1	1	2	2	1	3	2	2	3	0.25	0.341	0.303	0.438	0.082	0.586	1.0	0.248	0.315	0.167	0.199	0.205	0.535	0.136
HI0028.F1:HI0047.F1	0.588	1	1	1	2	2	1	1	1	1	1	2	2	3	3	1.0	0.702	0.568	0.591	0.637	0.319	1.0	0.477	0.499	0.351	0.556	0.448	0.198	0.19
HI0028.F1:HI0049.F1	0.34	0	2	1	1	1	2	1	1	1	2	3	0	1	3	0.0	0.298	0.468	0.842	0.363	0.374	0.229	0.355	0.375	0.167	0.086	0.0	0.489	0.097
HI0028.F1:HI0050.F1	0.357	0	1	0	1	1	1	1	1	2	0	3	1	0	3	0.0	0.593	0.0	0.294	0.219	0.586	0.566	0.523	0.243	0.0	0.254	0.812	0.0	0.258
HI0028.F1:HI0053.F1	0.565	1	1	0	2	1	1	2	1	2	2	3	1	1	3	1.0	0.702	0.0	0.614	0.363	0.586	0.381	0.187	0.449	0.767	0.309	0.42	0.681	0.258
HI0028.F1:HI0054.F1	0.52	1	2	1	1	1	2	1	1	1	1	2	1	2	3	1.0	0.222	1.0	0.141	0.237	0.371	0.504	0.523	0.325	0.573	0.19	0.724	0.385	0.241
HI0028.F1:HI0059.F1	0.553	1	1	1	1	2	2	0	2	1	1	4	1	2	3	1.0	0.86	0.402	0.842	0.479	0.516	0.0	0.273	0.414	0.167	0.105	0.876	0.576	0.258
HI0028.F1:HI0060.F1	0.599	1	1	1	2	1	1	1	1	1	2	3	1	2	3	0.219	0.702	0.508	0.712	0.363	0.319	1.0	0.248	1.0	0.473	0.391	1.0	0.287	0.258
HI0028.F1:HI0061.F1	0.493	1	1	1	1	1	2	1	1	0	2	2	3	1	4	0.626	0.051	0.281	0.158	0.363	0.336	0.213	0.38	0.0	0.496	0.549	0.315	0.865	0.258
HI0028.F1:HI0062.F1	0.503	0	1	0	1	3	2	2	2	1	2	3	2	1	4	0.0	0.507	0.0	0.158	0.215	0.355	0.488	0.407	1.0	0.381	0.279	0.638	0.08	0.346
HI0028.F1:HI0063.F1	0.53	0	2	1	1	3	2	2	2	1	2	2	2	2	2	0.0	0.374	0.48	0.672	0.261	0.319	0.646	0.328	0.173	0.58	0.19	0.392	0.531	0.424
HI0028.F1:HI0064.F1	0.518	1	1	0	1	1	1	1	1	1	1	3	1	1	3	0.789	0.702	0.0	0.56	0.637	0.095	0.887	0.394	1.0	0.833	0.106	0.474	0.343	0.346
HI0028.F1:HI0067.F1	0.617	1	1	1	1	2	2	1	1	1	4	1	1	2	4	1.0	0.448	0.47	0.094	0.54	0.492	0.568	0.345	1.0	0.202	0.673	0.523	0.428	0.258
HI0028.F1:HI0069.F1	0.647	1	1	1	1	1	1	1	2	1	2	2	1	1	4	0.816	0.304	0.386	0.637	0.478	0.586	0.624	0.469	1.0	0.213	0.556	1.0	0.371	0.258
HI0028.F1:HI0072.F1	0.553	1	1	1	1	1	1	1	1	1	2	2	0	1	3	0.591	0.473	1.0	0.078	0.363	0.586	0.483	0.523	1.0	0.45	0.483	0.0	0.917	0.258
HI0028.F1:HI0074.F1	0.483	0	1	1	2	1	2	1	2	1	2	1	1	1	3	0.0	0.298	0.657	0.221	0.13	0.319	0.2	0.523	0.555	0.375	0.483	0.299	1.0	0.258
HI0028.F1:HI0075.F1	0.524	0	1	1	2	3	1	1	1	1	1	2	1	1	4	0.0	0.298	0.807	0.696	0.278	0.586	0.157	0.523	0.628	0.336	0.483	0.503	0.611	0.195
HI0028.F1:HI0076.F1	0.445	1	0	1	2	2	2	1	1	2	2	2	1	1	3	0.309	0.0	0.244	0.158	0.363	0.375	0.876	0.34	0.528	0.256	0.19	0.425	0.45	0.258
HI0028.F1:HI0077.F1	0.527	0	2	0	2	1	2	1	2	2	2	1	1	2	3	0.0	0.611	0.0	0.722	0.363	0.319	0.092	0.477	0.553	0.289	0.556	1.0	0.475	0.154
HI0028.F1:HI0081.F1	0.614	1	1	1	2	2	2	1	1	1	2	2	1	2	3	0.789	0.298	0.138	0.659	0.42	0.502	0.165	0.556	1.0	0.424	0.483	0.848	0.414	0.258
HI0028.F1:HI0082.F1	0.487	1	1	1	0	2	1	0	1	1	1	3	1	2	3	0.694	0.702	0.299	0.0	0.347	0.905	0.0	0.477	0.464	1.0	0.19	0.265	0.527	0.258
HI0028.F1:HI0084.F1	0.539	0	1	2	2	2	0	1	1	1	2	2	2	2	4	0.0	0.094	0.704	0.612	0.325	0.0	1.0	0.523	0.36	0.167	0.483	0.486	0.397	0.171
HI0028.F1:HI0087.F1	0.534	0	1	2	1	1	2	1	2	2	2	3	2	2	2	0.0	0.187	0.367	0.706	0.363	0.522	1.0	0.477	0.787	0.205	0.286	0.392	0.382	0.098
HI0028.F1:HI0089.F1	0.56	1	2	0	2	1	1	1	1	1	1	2	1	2	3	1.0	0.702	0.0	0.442	0.637	0.586	0.478	0.382	1.0	0.833	0.346	0.506	0.26	0.258
HI0028.F1:HI0090.F1	0.425	1	1	1	1	2	2	1	1	1	3	3	2	0	3	0.389	0.298	1.0	0.842	0.41	0.231	0.129	0.477	0.222	0.167	0.142	0.608	0.0	0.143
HI0028.F1:HI0091.F1	0.555	0	1	0	2	1	1	1	1	1	2	1	2	1	4	0.0	0.702	0.0	0.554	0.158	0.095	0.546	0.261	1.0	0.833	0.483	0.316	0.841	0.258
HI0028.F1:HI0094.F1	0.423	1	2	1	2	2	1	2	2	2	1	1	3	0	3	0.51	0.601	0.38	0.172	0.249	0.586	0.474	0.119	0.387	0.167	0.483	0.233	0.0	0.194
HI0028.F1:HI0101.F1	0.484	1	2	0	1	1	2	1	0	1	2	2	0	3	3	1.0	0.418	0.0	0.842	0.13	0.319	0.465	0.0	1.0	0.689	0.483	0.0	0.372	0.136
HI0028.F1:HI0103.F1	0.472	0	1	0	1	1	2	1	0	2	2	3	2	2	2	0.0	0.702	0.0	0.158	0.637	0.352	0.276	0.0	0.471	0.648	0.19	0.565	0.336	0.355
HI0028.F1:HI0106.F1	0.551	1	2	1	2	2	2	1	1	1	1	1	1	1	3	0.769	0.542	0.673	0.597	0.363	0.319	0.636	0.391	1.0	0.167	0.673	0.382	0.443	0.258
HI0028.F1:HI0108.F1	0.596	1	2	1	2	2	2	1	1	1	1	1	1	1	3	1.0	0.458	1.0	0.575	0.088	0.466	0.573	0.477	1.0	0.167	0.673	0.191	1.0	0.258
HI0028.F1:HI0112.F1	0.548	1	2	0	1	1	1	1	2	1	1	2	2	2	3	0.537	0.298	0.0	0.842	0.363	0.586	0.756	0.477	0.648	0.833	0.483	0.52	0.17	0.258
HI0028.F1:HI0113.F2	0.461	1	1	1	2	1	2	1	1	1	1	1	1	0	4	1.0	0.702	1.0	0.373	0.637	0.306	0.664	0.523	0.752	0.167	0.483	0.299	0.0	0.156
HI0028.F1:HI0114.F2	0.517	1	1	1	1	3	1	1	2	1	2	3	1	2	3	1.0	0.298	1.0	0.142	0.156	0.905	1.0	0.256	0.306	0.446	0.125	0.636	0.097	0.258
HI0028.F1:HI0116.F2	0.579	1	1	1	1	2	1	1	2	1	2	2	1	0	3	1.0	0.298	1.0	0.842	0.363	0.586	0.633	0.311	0.337	0.263	0.483	1.0	0.0	0.483
HI0028.F1:HI0118.F2	0.476	0	1	1	1	1	2	1	1	1	1	3	2	0	3	0.0	0.702	1.0	0.842	0.637	0.265	0.582	0.147	0.133	0.833	0.404	0.679	0.0	0.175
HI0028.F1:HI0119.F2	0.569	1	1	1	1	1	1	1	1	0	1	2	1	1	3	0.277	0.702	1.0	0.842	0.637	0.586	1.0	0.477	0.0	0.167	0.483	1.0	0.349	0.234
HI0028.F1:HI0122.F2	0.522	1	1	1	2	1	2	1	2	0	1	2	3	0	4	1.0	0.702	1.0	0.442	0.637	0.189	1.0	0.233	0.0	0.291	0.483	0.338	0.0	0.28
