comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
AB_BSA_220_NF54.P:AB_BSA_222_NHP4026.P	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_BSA_220_NF54.P:HI0001.F1	0.501	1	0	0	1	2	1	1	0	1	2	2	1	2	2	1.0	0.0	0.0	0.595	0.318	0.436	1.0	0.0	0.651	0.456	0.609	0.055	0.566	0.442
AB_BSA_220_NF54.P:HI0003.F1	0.445	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0.351	0.272	1.0	0.389	0.84	0.0	0.285	1.0	0.407	0.077	0.17	0.733	0.634	0.206
AB_BSA_220_NF54.P:HI0004.F1	0.515	1	0	0	1	0	1	1	1	0	1	1	2	0	2	1.0	0.0	0.0	1.0	0.0	0.542	1.0	0.917	0.0	0.722	0.788	0.431	0.0	0.573
AB_BSA_220_NF54.P:HI0005.F1	0.501	0	1	1	0	1	2	2	1	1	1	1	1	2	0	0.0	0.593	0.752	0.0	0.59	0.647	0.769	1.0	0.416	0.616	0.283	0.496	0.566	0.0
AB_BSA_220_NF54.P:HI0007.F1	0.516	1	1	0	1	1	0	1	0	1	1	2	0	1	1	1.0	0.59	0.0	1.0	1.0	0.0	0.389	0.0	1.0	0.717	0.463	0.0	0.351	0.785
AB_BSA_220_NF54.P:HI0010.F1	0.357	1	1	2	2	1	1	1	0	0	1	0	1	2	0	1.0	0.22	0.45	0.405	0.089	1.0	0.47	0.0	0.0	0.79	0.0	0.633	0.328	0.0
AB_BSA_220_NF54.P:HI0019.F1	0.541	1	1	1	1	1	0	2	1	1	0	2	1	1	1	1.0	0.084	1.0	1.0	1.0	0.0	0.544	0.624	0.89	0.0	0.331	1.0	0.312	0.138
AB_BSA_220_NF54.P:HI0020.F1	0.507	1	2	1	1	1	1	1	1	1	1	2	1	3	0	0.246	0.365	1.0	0.149	0.067	0.825	0.488	1.0	0.619	0.233	0.505	1.0	0.219	0.0
AB_BSA_220_NF54.P:HI0021.F1	0.491	2	1	0	1	1	0	2	2	2	1	1	1	1	1	0.211	0.716	0.0	0.662	1.0	0.0	0.411	0.49	0.829	1.0	0.341	0.71	0.059	0.159
AB_BSA_220_NF54.P:HI0022.F1	0.372	1	1	1	0	2	1	0	0	2	0	1	1	1	1	1.0	0.389	1.0	0.0	0.497	0.105	0.0	0.0	0.163	0.0	0.334	0.602	1.0	0.051
AB_BSA_220_NF54.P:HI0024.F1	0.606	2	1	1	1	1	1	1	1	1	1	1	2	1	2	0.471	0.514	1.0	1.0	0.755	0.326	0.774	0.28	0.689	0.144	0.574	0.489	0.55	0.363
AB_BSA_220_NF54.P:HI0025.F1	0.57	1	1	1	0	3	1	1	1	2	1	1	2	2	1	0.132	0.771	0.767	0.0	0.277	0.87	0.43	0.55	0.424	1.0	1.0	0.258	0.139	0.653
AB_BSA_220_NF54.P:HI0026.F1	0.533	1	1	1	1	1	2	1	1	1	1	1	2	2	2	0.602	0.673	1.0	0.436	0.757	0.243	0.748	0.621	0.37	0.491	0.407	0.401	0.527	0.204
AB_BSA_220_NF54.P:HI0028.F1	0.565	1	1	1	1	1	1	1	1	0	1	2	1	0	3	1.0	0.702	1.0	0.842	0.637	0.586	1.0	0.523	0.0	0.167	0.483	1.0	0.0	0.346
AB_BSA_220_NF54.P:HI0029.F1	0.296	1	1	1	1	1	2	1	1	0	1	1	0	1	1	0.409	1.0	0.696	0.671	0.254	0.149	0.277	0.736	0.0	0.165	0.525	0.0	0.089	0.114
AB_BSA_220_NF54.P:HI0030.F1	0.335	0	1	0	0	1	1	2	1	1	2	2	2	1	1	0.0	0.244	0.0	0.0	0.33	0.35	0.202	0.394	0.352	0.616	0.15	0.362	0.154	0.449
AB_BSA_220_NF54.P:HI0031.F1	0.54	1	1	1	1	3	1	1	1	2	1	2	1	2	1	1.0	0.392	0.794	0.826	0.288	0.89	0.452	0.731	0.757	0.857	0.336	0.178	0.364	0.086
AB_BSA_220_NF54.P:HI0032.F1	0.492	1	0	1	1	1	1	1	1	2	0	1	2	2	0	1.0	0.0	1.0	0.414	0.228	1.0	0.887	0.934	0.564	0.0	0.417	0.66	0.331	0.0
AB_BSA_220_NF54.P:HI0033.F1	0.494	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1.0	0.284	0.0	1.0	0.271	0.42	0.465	0.123	0.537	0.715	1.0	0.695	0.068	0.424
AB_BSA_220_NF54.P:HI0035.F1	0.452	0	1	1	1	1	1	1	1	0	1	1	1	1	2	0.0	0.441	0.584	0.412	0.25	0.211	0.496	0.322	0.0	0.445	1.0	0.333	0.567	0.476
AB_BSA_220_NF54.P:HI0038.F1	0.584	1	1	1	0	0	1	2	1	1	1	2	1	1	2	0.188	1.0	1.0	0.0	0.0	1.0	0.375	0.118	0.761	0.732	0.763	1.0	0.337	0.238
AB_BSA_220_NF54.P:HI0039.F1	0.464	1	1	1	0	1	1	1	2	1	1	0	1	3	1	1.0	0.247	1.0	0.0	0.11	1.0	1.0	0.428	0.065	1.0	0.0	0.516	0.193	0.185
AB_BSA_220_NF54.P:HI0040.F1	0.488	1	1	1	1	1	2	1	1	1	1	0	1	0	2	0.736	1.0	1.0	0.287	0.409	0.171	0.479	0.717	0.774	0.893	0.0	0.607	0.0	0.288
AB_BSA_220_NF54.P:HI0041.F1	0.506	2	1	1	1	1	1	1	1	2	1	2	2	2	1	0.25	0.341	0.303	0.596	0.445	1.0	1.0	0.559	0.253	1.0	0.492	0.205	0.143	0.191
AB_BSA_220_NF54.P:HI0047.F1	0.548	1	1	1	1	1	1	1	0	1	1	1	2	3	1	1.0	1.0	0.568	0.591	0.798	0.102	1.0	0.0	0.501	0.482	0.89	0.448	0.277	0.068
AB_BSA_220_NF54.P:HI0049.F1	0.423	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0.0	0.274	0.468	1.0	0.0	0.469	0.229	0.832	0.625	0.926	0.223	0.0	0.511	0.375
AB_BSA_220_NF54.P:HI0050.F1	0.575	0	2	0	2	1	1	1	1	2	1	1	1	1	0	0.0	0.593	0.0	0.294	0.144	1.0	0.566	1.0	0.372	0.821	0.502	0.812	1.0	0.0
AB_BSA_220_NF54.P:HI0053.F1	0.458	1	1	0	1	0	1	2	1	1	1	2	1	1	1	1.0	1.0	0.0	0.614	0.0	1.0	0.381	0.664	0.427	0.233	0.479	0.42	0.319	0.121
AB_BSA_220_NF54.P:HI0054.F1	0.555	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1.0	0.389	1.0	0.3	0.126	0.691	0.504	1.0	0.675	0.427	0.171	0.724	0.159	0.394
AB_BSA_220_NF54.P:HI0059.F1	0.564	1	2	1	1	2	1	0	2	2	1	2	1	1	1	1.0	0.666	0.402	1.0	0.479	0.611	0.0	0.75	0.446	1.0	0.211	0.876	0.361	0.245
AB_BSA_220_NF54.P:HI0060.F1	0.495	1	1	1	1	0	1	1	1	0	1	1	1	2	0	0.219	1.0	0.508	0.781	0.0	0.141	1.0	0.725	0.0	0.23	0.835	1.0	0.556	0.0
AB_BSA_220_NF54.P:HI0061.F1	0.361	1	1	1	0	0	1	1	1	1	2	1	3	1	1	0.626	0.246	0.281	0.0	0.0	0.655	0.213	0.097	1.0	0.332	0.339	0.315	0.135	0.384
AB_BSA_220_NF54.P:HI0062.F1	0.54	0	1	0	0	2	1	2	1	0	1	2	2	1	2	0.0	0.804	0.0	0.0	0.299	0.401	0.488	0.576	0.0	0.299	0.352	0.638	0.92	0.818
AB_BSA_220_NF54.P:HI0063.F1	0.523	0	1	1	1	3	0	2	2	1	1	1	2	1	2	0.0	0.374	0.48	0.83	0.261	0.0	0.646	0.149	0.827	0.42	0.251	0.439	0.376	0.414
AB_BSA_220_NF54.P:HI0064.F1	0.574	1	1	0	1	1	1	1	2	0	0	1	1	1	1	0.789	1.0	0.0	0.718	1.0	0.313	0.887	0.515	0.0	0.0	0.172	0.474	0.657	1.0
AB_BSA_220_NF54.P:HI0067.F1	0.431	1	1	1	2	1	1	1	1	0	3	1	1	1	1	1.0	0.745	0.47	0.124	0.54	0.158	0.568	0.822	0.0	0.332	0.516	0.523	0.295	0.298
AB_BSA_220_NF54.P:HI0069.F1	0.647	1	1	1	1	1	1	1	2	0	2	1	1	1	1	0.816	0.601	0.386	0.795	0.841	1.0	0.624	0.469	0.0	0.55	0.781	1.0	0.629	0.411
AB_BSA_220_NF54.P:HI0072.F1	0.362	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0.591	0.771	1.0	0.081	0.0	1.0	0.483	1.0	0.0	0.09	0.654	0.0	0.083	0.267
AB_BSA_220_NF54.P:HI0074.F1	0.301	0	0	1	1	1	1	1	1	1	2	1	1	0	0	0.0	0.0	0.657	0.221	0.233	0.191	0.2	0.891	0.445	0.551	0.725	0.299	0.0	0.0
AB_BSA_220_NF54.P:HI0075.F1	0.512	0	0	1	1	3	1	1	1	1	1	2	1	2	2	0.0	0.0	0.807	0.696	0.278	1.0	0.157	1.0	0.372	0.497	0.709	0.503	0.214	0.195
AB_BSA_220_NF54.P:HI0076.F1	0.348	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0.309	0.256	0.244	0.069	0.089	0.469	0.876	0.817	0.229	0.744	0.0	0.378	0.55	0.0
AB_BSA_220_NF54.P:HI0077.F1	0.338	0	1	0	1	0	0	1	1	2	2	1	1	1	1	0.0	0.611	0.0	0.722	0.0	0.0	0.092	0.14	0.156	0.237	0.642	1.0	0.457	0.104
AB_BSA_220_NF54.P:HI0081.F1	0.482	1	0	1	1	1	1	1	1	0	2	1	1	2	1	0.789	0.0	0.138	0.659	0.644	0.597	0.165	1.0	0.0	0.38	1.0	0.848	0.129	0.229
AB_BSA_220_NF54.P:HI0082.F1	0.29	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0.694	1.0	0.299	0.119	0.603	0.704	0.0	0.0	0.536	0.199	0.168	0.265	0.337	0.0
AB_BSA_220_NF54.P:HI0084.F1	0.595	0	1	2	1	2	2	1	1	1	2	1	2	2	1	0.0	0.203	0.704	0.612	0.59	0.288	1.0	1.0	0.64	0.754	0.607	0.486	0.138	0.262
AB_BSA_220_NF54.P:HI0087.F1	0.502	0	1	2	2	0	2	1	1	1	2	1	2	1	2	0.0	0.484	0.367	0.706	0.0	0.304	1.0	0.213	0.062	0.411	0.286	0.451	0.459	0.464
AB_BSA_220_NF54.P:HI0089.F1	0.4	1	1	0	1	1	1	1	1	0	0	1	1	2	0	1.0	0.764	0.0	0.442	1.0	1.0	0.478	0.096	0.0	0.0	0.418	0.506	0.477	0.0
AB_BSA_220_NF54.P:HI0090.F1	0.523	1	0	1	1	1	1	1	0	1	2	1	2	1	1	0.389	0.0	1.0	1.0	0.41	0.553	0.129	0.0	0.778	0.491	0.253	0.549	1.0	0.115
AB_BSA_220_NF54.P:HI0091.F1	0.405	0	1	0	2	1	1	1	2	0	1	1	2	1	1	0.0	1.0	0.0	0.554	0.521	0.325	0.546	0.457	0.0	0.115	0.755	0.316	0.159	0.315
AB_BSA_220_NF54.P:HI0094.F1	0.659	1	1	1	1	1	1	2	2	3	1	1	3	1	3	0.51	0.601	0.38	0.172	0.544	1.0	0.474	0.358	0.244	1.0	0.705	0.233	1.0	0.321
AB_BSA_220_NF54.P:HI0101.F1	0.357	1	1	0	1	1	1	1	1	0	1	1	0	2	1	1.0	0.537	0.0	1.0	0.233	0.22	0.465	0.487	0.0	0.311	1.0	0.0	0.159	0.161
AB_BSA_220_NF54.P:HI0103.F1	0.411	0	1	0	0	1	1	1	1	1	1	1	2	1	2	0.0	1.0	0.0	0.0	1.0	0.45	0.276	0.505	0.331	0.12	0.08	0.565	0.574	0.22
AB_BSA_220_NF54.P:HI0106.F1	0.444	1	2	1	1	1	0	1	1	0	1	1	1	2	1	0.769	0.251	0.673	0.597	0.215	0.0	0.636	0.868	0.0	1.0	0.516	0.382	0.471	0.101
AB_BSA_220_NF54.P:HI0108.F1	0.366	1	1	1	1	2	1	1	0	0	1	1	1	0	0	1.0	0.458	1.0	0.575	0.275	0.785	0.573	0.0	0.0	1.0	0.564	0.191	0.0	0.0
AB_BSA_220_NF54.P:HI0112.F1	0.466	1	1	0	1	0	1	1	1	1	0	1	2	2	2	0.537	0.269	0.0	1.0	0.0	1.0	0.756	0.184	0.352	0.0	0.646	0.52	0.551	0.105
AB_BSA_220_NF54.P:HI0113.F2	0.687	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1.0	1.0	1.0	0.373	1.0	0.625	0.664	1.0	0.248	1.0	0.763	0.299	1.0	0.214
AB_BSA_220_NF54.P:HI0114.F2	0.506	1	0	1	1	2	1	1	2	1	1	2	1	3	1	1.0	0.0	1.0	0.301	0.124	0.651	1.0	0.233	0.694	0.088	0.301	0.636	0.657	0.141
AB_BSA_220_NF54.P:HI0116.F2	0.745	1	0	1	1	1	1	1	2	2	1	1	1	1	2	1.0	0.0	1.0	1.0	0.159	1.0	0.633	0.271	0.475	0.737	0.873	1.0	1.0	0.511
AB_BSA_220_NF54.P:HI0118.F2	0.615	0	1	1	1	1	2	1	1	2	0	1	2	1	1	0.0	1.0	1.0	1.0	1.0	0.36	0.582	0.624	0.61	0.0	0.481	0.679	1.0	0.083
AB_BSA_220_NF54.P:HI0119.F2	0.801	1	1	1	1	1	1	1	0	1	1	1	1	1	2	0.277	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.653	0.352
AB_BSA_220_NF54.P:HI0122.F2	0.81	1	1	1	2	1	1	1	2	1	1	1	3	1	2	1.0	1.0	1.0	0.442	1.0	0.509	1.0	0.367	1.0	0.542	1.0	0.338	1.0	0.442
AB_BSA_220_NF54.P:HI0124.F2	0.607	1	3	2	2	0	2	1	2	1	1	2	1	3	1	1.0	0.344	0.487	0.558	0.0	0.284	0.284	0.148	0.865	1.0	0.638	0.517	0.347	0.392
AB_BSA_220_NF54.P:HI0125.F2	0.783	1	2	1	1	1	1	1	0	2	1	2	1	1	3	1.0	0.494	1.0	0.728	1.0	0.642	1.0	0.0	0.778	1.0	0.674	1.0	1.0	0.166
AB_BSA_220_NF54.P:HI0126.F2	0.545	1	1	1	1	1	1	2	2	1	0	2	1	2	1	1.0	0.196	1.0	0.301	0.082	1.0	0.568	0.233	0.694	0.0	0.654	0.595	0.672	0.218
AB_BSA_220_NF54.P:HI0127.F2	0.545	1	1	1	1	1	0	1	3	0	1	2	1	2	1	1.0	0.335	0.269	0.928	0.82	0.0	0.834	0.218	0.0	1.0	0.38	1.0	0.169	0.422
AB_BSA_220_NF54.P:HI0129.F2	0.726	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1.0	1.0	1.0	1.0	1.0	0.176	1.0	0.0	0.64	0.656	1.0	0.052	0.439	1.0
AB_BSA_220_NF54.P:HI0130.F2	0.834	1	0	1	1	1	1	1	2	1	1	2	1	1	2	0.657	0.0	0.866	1.0	1.0	0.778	1.0	0.394	1.0	1.0	0.546	1.0	1.0	0.392
AB_BSA_220_NF54.P:HI0131.F2	0.424	0	0	1	1	1	2	1	2	2	1	1	1	2	0	0.0	0.0	0.612	0.156	0.767	0.229	1.0	0.365	0.387	0.227	0.804	0.512	0.232	0.0
AB_BSA_220_NF54.P:HI0132.F2	0.82	0	1	1	1	1	1	1	1	1	1	1	2	1	1	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.422	0.838	0.794	1.0	0.446	1.0	0.692
AB_BSA_220_NF54.P:HI0134.F2	0.743	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1.0	0.238	0.397	0.267	1.0	1.0	1.0	0.71	0.384	1.0	1.0	1.0	0.653	0.223
AB_BSA_220_NF54.P:HI0136.F2	0.696	2	1	1	1	1	2	1	1	1	1	2	2	1	1	0.691	1.0	1.0	1.0	0.932	0.636	0.789	0.612	0.129	1.0	0.38	0.703	0.32	0.578
AB_BSA_220_NF54.P:HI0138.F2	0.841	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1.0	1.0	0.1	1.0	1.0	0.575	1.0	0.354	0.838	1.0	0.728	1.0	0.866	0.823
AB_BSA_220_NF54.P:HI0139.F2	0.776	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1.0	0.313	0.663	0.382	1.0	0.657	0.779	0.468	0.762	1.0	0.862	0.697	1.0	0.524
AB_BSA_220_NF54.P:HI0140.F2	0.748	1	0	1	1	1	1	1	2	1	1	1	1	1	3	0.833	0.0	1.0	0.482	1.0	1.0	1.0	0.523	0.85	1.0	0.853	0.671	0.45	0.553
AB_BSA_220_NF54.P:HI0142.F2	0.841	2	2	1	1	1	1	1	1	1	2	1	1	2	1	0.634	0.284	1.0	0.13	1.0	1.0	1.0	1.0	1.0	0.711	0.519	1.0	0.528	0.862
AB_BSA_220_NF54.P:HI0143.F2	0.749	1	0	1	1	1	2	2	1	0	1	1	1	1	2	1.0	0.0	1.0	0.418	1.0	0.3	0.356	0.872	0.0	1.0	1.0	1.0	0.92	0.647
AB_BSA_220_NF54.P:HI0144.F2	0.787	1	0	2	1	1	1	1	3	2	1	1	1	1	1	1.0	0.0	0.597	0.256	1.0	1.0	1.0	0.161	0.36	1.0	1.0	1.0	1.0	0.593
AB_BSA_220_NF54.P:HI0145.F2	0.779	0	1	1	2	1	1	1	1	1	2	1	2	2	1	0.0	1.0	0.62	0.374	1.0	0.851	1.0	1.0	1.0	0.154	1.0	0.545	0.518	0.553
AB_BSA_220_NF54.P:HI0146.F2	0.809	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1.0	0.358	0.674	1.0	0.785	0.149	1.0	0.579	1.0	1.0	1.0	0.736	0.882	0.578
AB_BSA_220_NF54.P:HI0147.F2	0.786	1	1	1	1	1	1	1	2	1	2	1	1	2	4	1.0	1.0	1.0	1.0	0.469	0.757	1.0	0.53	1.0	0.522	0.697	0.636	0.555	0.184
AB_BSA_220_NF54.P:HI0148.F2	0.611	1	0	1	1	1	1	2	1	1	1	1	1	2	2	0.817	0.0	1.0	1.0	0.572	0.533	0.486	1.0	0.391	0.275	0.515	0.79	0.466	0.258
AB_BSA_220_NF54.P:HI0150.F2	0.735	1	2	1	1	1	1	1	0	1	2	1	1	1	2	1.0	0.25	1.0	1.0	0.813	0.88	0.732	0.0	0.381	0.435	0.357	0.934	1.0	0.725
AB_BSA_220_NF54.P:HI0151.F2	0.83	2	1	1	1	1	1	1	1	1	1	1	1	2	2	0.529	0.233	1.0	1.0	1.0	0.739	0.827	1.0	1.0	0.16	1.0	1.0	0.627	0.684
AB_BSA_220_NF54.P:HI0154.F2	0.759	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1.0	0.428	1.0	1.0	1.0	0.35	1.0	0.353	0.213	0.678	1.0	1.0	0.64	0.708
AB_BSA_220_NF54.P:HI0156.F2	0.518	1	1	2	1	2	2	1	1	2	1	2	2	2	2	0.54	1.0	0.372	1.0	0.298	0.217	0.602	0.27	0.18	1.0	0.139	0.649	0.312	0.288
AB_BSA_220_NF54.P:HI0159.F2	0.75	1	1	1	1	1	1	1	3	0	2	2	1	2	2	0.529	1.0	1.0	0.893	1.0	1.0	0.882	0.395	0.0	0.494	0.418	1.0	0.696	0.304
AB_BSA_220_NF54.P:HI0160.F2	0.735	1	1	2	1	2	1	1	1	2	1	1	2	1	2	0.611	0.382	0.47	1.0	0.296	0.597	1.0	0.214	0.331	0.62	0.926	0.681	1.0	0.508
AB_BSA_220_NF54.P:HI0162.F2	0.6	1	0	1	1	0	2	1	2	2	1	1	2	1	1	0.634	0.0	1.0	0.699	0.0	0.242	0.159	0.336	0.675	0.527	1.0	0.84	1.0	0.282
AB_BSA_220_NF54.P:HI0163.F2	0.504	1	1	1	1	1	1	1	2	0	1	1	2	3	1	1.0	0.203	1.0	0.224	0.692	0.103	0.195	0.815	0.0	0.625	0.863	0.618	0.473	0.082
AB_BSA_220_NF54.P:HI0164.F2	0.452	1	0	1	0	1	1	2	4	2	1	2	1	2	1	0.28	0.0	0.597	0.0	0.23	0.245	0.464	0.19	0.36	0.527	0.386	0.589	0.757	0.137
AB_BSA_220_NF54.P:HI0165.F2	0.501	1	1	1	1	3	0	1	1	1	1	1	2	2	0	1.0	1.0	1.0	1.0	0.298	0.0	0.348	0.154	0.395	0.773	0.514	0.694	0.418	0.0
AB_BSA_220_NF54.P:HI0170.F2	0.482	1	0	1	1	2	2	0	2	1	2	1	1	3	3	1.0	0.0	0.541	0.611	0.316	0.135	0.0	0.345	0.883	0.39	0.273	0.419	0.263	0.516
AB_BSA_220_NF54.P:HI0173.F2	0.486	2	1	1	1	2	2	1	1	2	1	1	2	3	0	0.389	0.191	0.485	0.582	0.393	0.242	0.2	1.0	0.667	0.527	0.16	0.84	0.353	0.0
AB_BSA_220_NF54.P:HI0174.F2	0.485	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0.823	0.127	1.0	1.0	0.051	0.174	0.0	0.167	0.866	0.283	1.0	0.777	0.258	0.258
AB_BSA_220_NF54.P:HI0175.F2	0.394	1	0	1	1	1	2	1	0	0	1	2	3	2	0	0.277	0.0	0.388	1.0	0.079	0.499	0.602	0.0	0.0	1.0	0.35	0.29	0.32	0.0
AB_BSA_220_NF54.P:HI0177.F2	0.489	1	0	2	1	1	0	2	2	1	1	2	1	1	1	0.557	0.0	0.598	1.0	1.0	0.0	0.308	0.116	0.145	0.318	0.469	0.709	0.349	0.485
AB_BSA_220_NF54.P:HI0183.F2	0.484	1	1	2	1	0	2	1	1	1	1	2	1	2	1	1.0	1.0	0.372	0.342	0.0	0.13	0.687	0.441	0.564	0.784	0.21	0.536	0.548	0.145
AB_BSA_220_NF54.P:HI0185.F2	0.557	1	2	1	1	1	0	1	2	3	1	1	2	2	2	0.444	0.572	0.506	1.0	0.127	0.0	0.512	0.764	0.44	0.181	1.0	0.268	0.31	0.596
AB_BSA_220_NF54.P:HI0187.F2	0.337	1	0	1	1	1	0	1	1	2	1	1	2	2	1	1.0	0.0	0.805	0.382	0.212	0.0	0.415	0.708	0.44	0.264	0.518	0.114	0.219	0.064
AB_BSA_220_NF54.P:HI0188.F2	0.597	1	1	1	1	1	1	1	3	1	1	2	1	1	1	0.409	0.441	0.544	0.44	1.0	0.172	0.228	0.14	0.61	1.0	0.551	1.0	1.0	0.162
AB_BSA_220_NF54.P:HI0189.F2	0.513	1	0	1	0	0	1	1	1	1	1	2	2	1	2	0.611	0.0	1.0	0.0	0.0	1.0	0.507	0.084	1.0	1.0	0.414	0.292	0.415	0.368
AB_BSA_220_NF54.P:HI0190.F2	0.364	0	1	0	1	2	0	1	1	2	1	2	0	2	2	0.0	0.277	0.0	1.0	0.421	0.0	0.441	0.256	0.555	0.159	0.507	0.0	0.324	0.158
AB_BSA_220_NF54.P:HI0194.F2	0.59	1	2	2	3	1	1	2	2	1	1	0	1	2	2	0.747	0.563	0.669	0.363	0.863	1.0	0.568	0.55	0.344	0.358	0.0	0.461	0.326	0.575
AB_BSA_220_NF54.P:HI0196.F2	0.749	0	2	1	1	1	1	1	1	1	1	1	1	2	2	0.0	0.528	1.0	1.0	1.0	1.0	0.754	1.0	1.0	0.513	0.77	0.486	0.463	0.563
AB_BSA_220_NF54.P:HI0197.F2	0.635	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1.0	0.127	0.172	1.0	1.0	0.243	0.817	1.0	1.0	0.713	1.0	0.545	0.697	0.0
AB_BSA_220_NF54.P:HI0198.F2	0.459	1	1	2	1	0	1	1	1	1	1	3	1	1	3	1.0	0.127	0.487	1.0	0.0	0.174	0.568	0.721	0.866	0.454	0.451	0.08	0.059	0.361
AB_BSA_220_NF54.P:HI0199.F2	0.401	1	1	1	1	1	2	1	1	0	1	1	1	1	2	0.292	0.157	0.62	0.187	0.175	0.313	0.817	1.0	0.0	0.25	1.0	0.162	0.066	0.288
AB_BSA_220_NF54.P:HI0200.F2	0.567	1	1	1	1	1	0	1	3	1	1	2	2	1	2	0.155	1.0	0.463	0.081	1.0	0.0	1.0	0.09	0.385	1.0	0.301	0.711	1.0	0.092
AB_BSA_220_NF54.P:HI0203.F2	0.739	1	1	1	2	1	1	2	1	2	1	2	2	1	2	1.0	1.0	0.719	0.597	0.663	0.418	0.499	0.542	0.628	1.0	0.18	0.615	1.0	0.383
AB_BSA_220_NF54.P:HI0206.F2	0.293	1	0	0	0	2	1	1	0	0	2	0	1	3	1	0.543	0.0	0.0	0.0	0.098	0.504	0.169	0.0	0.0	0.527	0.0	0.915	0.277	0.106
AB_BSA_220_NF54.P:HI0207.F2	0.739	1	1	2	1	1	1	1	3	1	1	1	1	2	3	1.0	0.389	0.485	0.699	0.55	0.827	0.633	0.358	1.0	0.527	1.0	1.0	0.87	0.148
AB_BSA_220_NF54.P:HI0208.F2	0.739	1	1	1	1	2	1	2	3	1	2	2	3	1	4	1.0	0.474	1.0	1.0	0.375	1.0	0.582	0.245	0.65	0.507	0.255	0.198	1.0	0.31
AB_BSA_220_NF54.P:HI0211.F2	0.614	1	1	1	2	1	1	2	1	1	1	1	1	3	2	1.0	1.0	0.33	0.45	1.0	0.442	0.506	0.667	0.803	0.075	0.847	1.0	0.428	0.164
AB_BSA_220_NF54.P:HI0213.F2	0.678	1	0	2	1	1	0	1	3	1	1	2	1	1	1	1.0	0.0	0.52	1.0	0.236	0.0	1.0	0.57	1.0	1.0	0.423	0.837	0.921	0.23
AB_BSA_220_NF54.P:HI0215.F2	0.532	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1.0	0.127	0.72	0.895	0.531	0.249	0.157	0.721	0.866	0.559	1.0	0.094	0.306	0.372
AB_BSA_220_NF54.P:HI0216.F2	0.38	0	1	1	2	0	1	2	2	1	1	2	2	1	1	0.0	0.209	0.35	0.175	0.0	0.588	0.257	0.606	0.583	0.347	0.416	0.516	0.112	0.211
AB_BSA_220_NF54.P:HI0225.F2	0.788	1	1	1	1	0	2	1	2	1	2	1	2	2	1	1.0	0.539	1.0	1.0	0.0	0.467	1.0	0.721	1.0	0.454	1.0	0.779	0.697	0.731
AB_BSA_220_NF54.P:HI0227.F2	0.715	0	1	1	1	0	1	2	1	1	1	1	1	1	4	0.0	1.0	1.0	1.0	0.0	1.0	0.371	0.271	0.787	0.347	0.935	0.868	0.935	0.268
AB_BSA_220_NF54.P:HI0230.F2	0.764	1	2	3	1	2	1	2	1	1	1	1	2	2	2	1.0	0.542	0.468	1.0	0.801	0.568	0.566	0.75	1.0	1.0	0.532	0.221	0.652	0.48
AB_BSA_220_NF54.P:HI0232.F2	0.48	1	1	1	1	1	2	1	3	1	1	3	2	2	0	0.522	0.818	0.189	1.0	0.375	0.349	0.464	0.322	0.783	0.527	0.236	0.318	0.388	0.0
AB_BSA_220_NF54.P:HI0239.F2	0.729	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1.0	0.478	0.583	1.0	0.24	0.4	0.766	0.721	1.0	0.713	1.0	0.08	1.0	0.397
AB_BSA_220_NF54.P:HI0241.F2	0.392	1	1	1	1	2	0	1	2	0	1	1	1	1	1	1.0	1.0	1.0	0.633	0.285	0.0	0.125	0.281	0.0	0.143	0.411	1.0	0.274	0.101
