comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
AB_BSA_220_NF54:AB_BSA_222_NHP4026	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_BSA_220_NF54:AB007C0.serum.Control	0.415	0	1	1	1	1	1	3	2	1	1	0	1	1	2	0.0	0.284	0.233	0.273	1.0	0.37	0.339	0.275	0.335	1.0	0.0	0.259	0.258	0.395
AB_BSA_220_NF54:AB021C0.serum.Control	0.608	0	1	1	1	1	1	1	1	1	2	1	3	2	1	0.0	0.56	0.351	1.0	0.068	1.0	0.908	1.0	0.53	0.292	1.0	0.226	0.32	0.624
AB_BSA_220_NF54:AB025C0.serum.Control	0.424	1	1	1	1	2	0	1	1	0	1	0	1	2	2	0.214	1.0	0.742	0.31	0.144	0.0	0.316	0.156	0.0	0.8	0.0	0.525	0.446	0.531
AB_BSA_220_NF54:AB026C0.serum.Control	0.649	1	1	1	0	2	1	1	1	2	1	2	1	2	1	1.0	0.702	0.762	0.0	0.586	0.771	1.0	1.0	0.387	0.911	0.543	0.129	0.277	0.817
AB_BSA_220_NF54:AB036C0.serum.Control	0.405	1	1	1	1	1	2	2	1	2	1	1	2	1	1	0.186	0.441	0.157	1.0	0.242	0.305	0.46	0.168	0.285	0.233	0.089	0.401	0.389	0.466
AB_BSA_220_NF54:AB042C0.serum.Control	0.573	0	0	1	1	1	1	1	0	1	2	2	1	1	2	0.0	0.0	0.856	0.389	1.0	0.78	1.0	0.0	0.675	0.266	0.468	0.354	0.462	0.589
AB_BSA_220_NF54:AB043C0.serum.Control	0.41	1	0	1	1	0	2	1	1	0	1	2	1	2	1	1.0	0.0	0.2	1.0	0.0	0.325	0.477	0.475	0.0	0.576	0.686	0.089	0.386	0.335
AB_BSA_220_NF54:AB044C0.serum.Control	0.42	0	1	1	1	0	1	2	2	1	1	2	0	2	2	0.0	0.348	1.0	1.0	0.0	0.258	0.302	0.353	0.246	0.119	0.495	0.0	0.284	0.288
AB_BSA_220_NF54:AB046C0.serum.Control	0.648	1	0	2	1	2	1	1	1	1	0	2	2	2	2	1.0	0.0	0.515	0.12	0.593	0.518	1.0	1.0	1.0	0.0	0.451	0.294	0.574	0.473
AB_BSA_220_NF54:AB050C0.serum.Control	0.52	0	1	1	1	0	1	1	2	0	1	1	2	2	1	0.0	0.503	1.0	0.567	0.0	0.157	0.31	0.331	0.0	1.0	1.0	0.349	0.559	0.316
AB_BSA_220_NF54:AB051C0.serum.Control	0.507	1	0	1	1	1	1	1	1	2	1	1	0	1	1	0.371	0.0	0.659	0.681	0.606	0.455	0.827	0.562	0.224	0.761	0.663	0.0	0.09	0.905
AB_BSA_220_NF54:AB052C0.serum.Control	0.694	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0.64	0.284	1.0	1.0	1.0	0.646	1.0	0.367	0.289	0.507	0.674	0.473	0.444	1.0
AB_BSA_220_NF54:AB057C0.serum.Control	0.529	0	1	0	0	1	2	1	1	2	1	1	1	1	2	0.0	1.0	0.0	0.0	0.105	0.374	0.644	0.855	0.235	0.653	0.574	0.465	0.572	0.414
AB_BSA_220_NF54:AB071C0.serum.Control	0.519	1	1	1	1	0	0	1	3	1	1	1	1	1	2	1.0	0.197	0.35	0.842	0.0	0.0	0.64	0.261	0.166	0.86	1.0	0.332	0.55	0.315
AB_BSA_220_NF54:AB076C0.serum.Control	0.509	0	1	1	0	1	1	2	1	1	2	0	1	2	1	0.0	0.28	1.0	0.0	0.899	1.0	0.555	0.598	1.0	0.506	0.0	0.143	0.33	0.281
AB_BSA_220_NF54:AB084C0.serum.Control	0.444	1	0	0	1	2	1	1	0	0	1	2	1	2	1	1.0	0.0	0.0	0.105	0.415	0.538	1.0	0.0	0.0	0.613	0.337	0.365	0.385	0.587
AB_BSA_220_NF54:AB204.albumax.Control	0.554	1	1	0	2	1	1	1	2	0	1	1	1	0	2	0.786	1.0	0.0	0.158	1.0	0.665	1.0	0.458	0.0	1.0	1.0	0.431	0.0	0.3
AB_BSA_220_NF54:AB205.albumax.Control	0.406	0	3	1	0	1	1	1	1	1	1	2	1	0	2	0.0	0.438	0.149	0.0	0.197	0.072	0.814	0.656	0.471	1.0	0.189	0.875	0.0	0.171
AB_BSA_220_NF54:AB206.albumax.Control	0.513	1	2	1	0	2	1	1	1	0	1	2	1	2	2	1.0	0.716	1.0	0.0	0.601	0.542	1.0	0.894	0.0	0.458	0.516	0.052	0.317	0.233
AB_BSA_220_NF54:AB207.albumax.Control	0.461	0	0	1	1	1	1	1	0	1	1	1	2	1	1	0.0	0.0	0.604	0.267	0.57	0.746	0.345	0.0	0.262	0.708	0.757	0.514	0.056	0.7
AB_BSA_220_NF54:AB208.albumax.Control	0.371	1	1	1	1	0	0	1	0	0	1	2	1	0	1	0.323	0.677	0.325	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.345	0.435	0.0	0.361
AB_BSA_220_NF54:AB209.albumax.Control	0.461	0	1	1	1	2	1	1	1	1	1	2	2	2	1	0.0	0.133	0.266	0.897	0.396	0.727	1.0	0.437	0.294	0.59	0.262	0.338	0.175	0.213
AB_BSA_220_NF54:AB210.albumax.Control	0.579	0	2	2	1	2	1	1	1	1	1	1	1	1	1	0.0	0.777	0.322	0.574	0.405	0.469	1.0	0.457	0.743	1.0	0.556	0.763	0.429	0.226
AB_BSA_220_NF54:AB212.albumax.Control	0.55	1	1	1	1	1	1	1	1	2	1	1	2	1	1	0.325	1.0	0.527	0.423	1.0	0.14	0.491	0.166	0.254	1.0	0.718	0.192	0.655	0.548
AB_BSA_220_NF54:AB216.albumax.Control	0.457	1	1	1	1	0	0	1	1	1	1	1	1	2	2	0.682	0.638	1.0	0.306	0.0	0.0	1.0	0.576	0.176	0.639	0.584	0.1	0.423	0.278
AB_BSA_220_NF54:AB217.albumax.Control	0.494	0	2	1	2	0	2	1	0	2	1	1	1	0	2	0.0	0.473	0.725	0.437	0.0	0.387	0.488	0.0	0.306	1.0	1.0	0.112	0.0	0.447
AB_BSA_220_NF54:AB219.albumax.Control	0.396	0	1	1	1	1	1	0	0	2	2	1	2	0	2	0.0	0.686	1.0	0.17	0.082	0.845	0.0	0.0	0.349	0.588	0.326	0.475	0.0	0.43
AB_BSA_220_NF54:AB228.albumax.Control	0.617	0	0	2	0	1	1	2	1	1	1	1	1	1	1	0.0	0.0	0.646	0.0	0.59	0.78	0.376	0.858	0.85	0.544	0.726	0.619	0.31	1.0
AB_BSA_220_NF54:AB231.albumax.Control	0.45	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0.0	1.0	0.932	0.0	0.0	0.665	0.481	0.275	0.0	1.0	0.423	0.327	0.127	0.856
AB_BSA_220_NF54:AB232.albumax.Control	0.543	1	1	0	1	1	1	1	1	1	1	1	1	1	3	1.0	0.506	0.0	0.658	0.375	0.603	0.235	0.51	0.616	0.886	0.46	0.45	0.743	0.316
AB_BSA_220_NF54:AB235.albumax.Control	0.351	1	1	1	0	0	1	1	0	1	1	1	0	1	3	0.51	1.0	0.342	0.0	0.0	0.265	1.0	0.0	0.162	0.692	0.507	0.0	0.089	0.221
AB_BSA_220_NF54:AB236.albumax.Control	0.533	1	0	1	2	2	1	1	1	1	2	1	2	2	0	0.526	0.0	1.0	0.448	0.191	0.73	1.0	0.295	0.598	0.311	1.0	0.508	0.282	0.0
AB_BSA_220_NF54:AB237.albumax.Control	0.539	0	1	0	1	1	1	1	1	2	1	1	0	1	1	0.0	0.572	0.0	0.473	0.32	1.0	0.754	0.303	0.271	1.0	0.121	0.0	0.863	0.889
AB_BSA_220_NF54:AB238.albumax.Control	0.397	0	1	0	1	1	1	1	1	1	1	0	1	2	2	0.0	0.274	0.0	0.216	0.169	0.065	0.863	0.421	1.0	0.214	0.0	0.153	0.424	0.435
AB_BSA_220_NF54:AB239.albumax.Control	0.43	1	1	0	1	1	0	1	0	1	1	1	2	2	2	1.0	0.711	0.0	0.734	1.0	0.0	1.0	0.0	0.083	0.271	0.308	0.168	0.187	0.534
AB_BSA_220_NF54:AB241.albumax.Control	0.562	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0.54	0.0	0.233	0.0	1.0	0.229	1.0	0.155	0.0	1.0	0.764	0.214	0.867	0.87
AB_BSA_220_NF54:AB243.albumax.Control	0.424	1	1	1	1	1	1	0	1	0	2	2	1	0	1	1.0	0.399	1.0	0.329	0.466	0.604	0.0	0.528	0.0	0.336	0.102	0.586	0.0	0.805
AB_BSA_220_NF54:AB246.albumax.Control	0.527	1	1	2	1	1	1	1	0	0	1	1	1	1	1	0.329	0.75	0.35	1.0	0.673	0.431	1.0	0.0	0.0	0.868	0.692	0.581	0.13	0.595
AB_BSA_220_NF54:AB247.albumax.Control	0.454	1	1	1	0	1	1	1	2	0	0	2	1	1	2	0.251	1.0	1.0	0.0	0.861	0.095	1.0	0.655	0.0	0.0	0.792	0.468	0.116	0.292
AB_BSA_220_NF54:AB248.albumax.Control	0.511	0	0	1	1	1	1	1	1	0	2	1	3	1	1	0.0	0.0	1.0	0.196	0.277	0.588	1.0	0.664	0.0	0.506	0.435	0.139	0.218	1.0
AB_BSA_220_NF54:AB250.albumax.Control	0.464	0	1	1	1	1	1	1	1	1	1	2	1	1	2	0.0	1.0	0.514	0.129	1.0	1.0	1.0	0.556	0.285	0.669	0.111	0.108	0.074	0.274
AB_BSA_220_NF54:AB251.albumax.Control	0.422	1	1	1	0	1	1	1	1	2	2	1	0	0	2	0.691	0.86	0.119	0.0	0.584	0.214	0.731	1.0	0.576	0.496	0.424	0.0	0.0	0.249
AB_BSA_220_NF54:AB252.albumax.Control	0.56	1	2	1	2	1	2	1	1	2	1	0	1	2	2	0.686	0.704	0.237	0.413	0.162	0.361	1.0	0.109	0.409	0.126	0.0	0.864	0.587	0.432
AB_BSA_220_NF54:AB253.albumax.Control	0.527	0	1	1	1	1	0	1	1	1	1	1	0	2	3	0.0	0.635	0.189	0.175	0.899	0.0	1.0	1.0	0.732	1.0	0.709	0.0	0.363	0.151
AB_BSA_220_NF54:AB254.albumax.Control	0.431	0	0	0	1	2	2	1	2	2	2	1	1	2	1	0.0	0.0	0.0	1.0	0.396	0.56	1.0	0.502	0.291	0.233	0.119	0.286	0.334	0.3
AB_BSA_220_NF54:AB255.albumax.Control	0.641	1	1	1	1	2	1	1	1	1	2	1	3	1	2	0.351	1.0	0.198	0.272	0.254	0.265	1.0	0.398	0.793	0.617	0.535	0.183	0.765	0.681
AB_BSA_220_NF54:AB280.albumax.Control	0.686	0	1	1	1	1	2	1	1	1	1	1	2	2	2	0.0	1.0	0.332	1.0	1.0	0.341	1.0	0.25	1.0	0.767	0.838	0.468	0.308	0.403
AB_BSA_220_NF54:AB283.albumax.Control	0.659	1	0	1	1	1	1	1	1	1	1	0	2	2	1	0.535	0.0	1.0	0.273	0.094	1.0	1.0	1.0	0.723	1.0	0.0	0.486	0.232	1.0
AB_BSA_220_NF54:AB290.albumax.Control	0.516	0	1	1	2	1	1	2	1	0	2	0	2	1	2	0.0	1.0	1.0	0.185	0.542	0.619	0.488	0.891	0.0	0.442	0.0	0.459	0.229	0.363
AB_BSA_220_NF54:AB291.albumax.Control	0.541	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0.0	1.0	0.193	0.754	0.772	0.268	0.783	0.095	0.249	1.0	1.0	0.181	0.0	1.0
AB_BSA_220_NF54:AC054N2.serum.Control	0.416	1	0	0	1	1	0	1	0	2	0	1	2	1	1	0.159	0.0	0.0	0.611	0.57	0.0	1.0	0.0	0.576	0.0	0.654	0.129	0.482	0.693
AB_BSA_220_NF54:AC062N2.serum.Control	0.439	0	1	0	1	1	1	1	1	1	2	1	0	2	2	0.0	0.209	0.0	0.117	0.245	0.149	1.0	0.084	0.156	0.608	1.0	0.0	0.624	0.375
AB_BSA_220_NF54:AC107N1.albumax.Control	0.57	0	2	1	1	2	0	1	1	1	1	2	1	1	3	0.0	0.233	0.646	1.0	0.46	0.0	1.0	0.531	1.0	0.616	0.384	0.074	0.427	0.437
AB_BSA_220_NF54:ND2D4.albumax.Control	0.559	1	1	1	1	1	1	1	1	1	1	1	2	2	1	0.508	1.0	0.639	0.214	0.138	0.27	0.88	0.383	0.325	0.303	0.891	0.327	0.576	0.642
AB_BSA_220_NF54:ND51A.albumax.Control	0.604	0	1	1	1	1	1	1	1	2	1	1	1	3	1	0.0	0.354	0.413	0.254	1.0	0.635	1.0	0.816	0.594	1.0	0.342	0.211	0.386	0.554
AB_BSA_220_NF54:ND5A6.albumax.Control	0.424	1	1	2	0	2	0	1	1	2	0	2	1	1	1	1.0	1.0	0.737	0.0	0.389	0.0	0.687	0.094	0.583	0.0	0.666	0.329	0.317	0.334
AB_BSA_220_NF54:ND5B12.albumax.Control	0.487	1	0	1	1	2	1	1	0	0	0	1	2	2	1	1.0	0.0	1.0	0.733	0.23	0.442	1.0	0.0	0.0	0.0	0.749	0.471	0.27	0.542
AB_BSA_220_NF54:ND5B3.albumax.Control	0.537	1	1	1	2	1	3	1	1	1	1	1	1	1	2	0.264	0.262	0.707	0.206	1.0	0.11	1.0	0.839	0.239	0.231	0.244	0.495	0.866	0.37
AB_BSA_220_NF54:ND5B8.albumax.Control	0.563	0	0	2	3	1	1	1	1	1	2	1	0	1	1	0.0	0.0	0.618	0.36	0.455	0.455	1.0	0.114	1.0	0.39	0.873	0.0	0.243	1.0
AB_BSA_220_NF54:ND5E11.albumax.Control	0.476	1	1	1	0	1	2	1	0	1	1	2	1	2	2	0.389	1.0	1.0	0.0	0.12	0.301	1.0	0.0	0.405	0.202	0.473	0.321	0.324	0.405
AB_BSA_220_NF54:ND5F11.albumax.Control	0.45	1	1	2	2	2	1	1	1	0	1	2	0	1	2	0.277	0.661	0.675	0.181	0.267	0.845	0.882	0.363	0.0	0.513	0.525	0.0	0.285	0.393
AB_BSA_220_NF54:ND5F4.albumax.Control	0.508	1	2	1	0	1	1	1	1	0	2	1	2	1	2	1.0	0.585	1.0	0.0	0.4	0.828	0.765	0.475	0.0	0.348	0.491	0.269	0.181	0.573
AB_BSA_220_NF54:ND6A7.albumax.Control	0.399	1	1	2	1	0	1	1	1	2	2	1	0	1	1	0.457	1.0	0.402	0.666	0.0	0.378	0.793	0.329	0.262	0.247	0.178	0.0	0.581	0.296
AB_BSA_220_NF54:ND6B12.albumax.Control	0.557	1	1	1	1	1	0	1	1	1	2	2	1	1	1	1.0	0.711	0.372	1.0	0.549	0.0	1.0	0.892	0.641	0.573	0.498	0.147	0.096	0.538
AB_BSA_220_NF54:ND6C10.albumax.Control	0.44	0	1	1	1	1	2	1	1	1	1	1	1	0	2	0.0	0.642	0.38	0.102	0.224	0.518	1.0	0.118	0.154	1.0	0.473	0.251	0.0	0.687
AB_BSA_220_NF54:ND6D10.albumax.Control	0.508	0	2	1	2	1	1	1	1	1	2	1	0	1	2	0.0	0.428	1.0	0.592	0.238	0.803	1.0	1.0	0.537	0.664	0.489	0.0	0.11	0.313
AB_BSA_220_NF54:ND6E3.albumax.Control	0.526	0	0	1	1	1	1	1	2	2	0	1	2	1	2	0.0	0.0	1.0	0.377	1.0	0.871	1.0	0.45	0.266	0.0	0.686	0.145	0.444	0.322
AB_BSA_220_NF54:ND6E6.albumax.Control	0.462	0	2	0	1	1	1	0	1	2	1	1	2	1	2	0.0	0.366	0.0	0.572	0.847	0.22	0.0	0.117	0.281	0.765	1.0	0.312	0.386	0.365
AB_BSA_220_NF54:ND6G1.albumax.Control	0.389	1	1	1	2	1	1	1	0	1	1	1	0	1	1	0.58	0.529	0.54	0.227	0.545	0.098	1.0	0.0	0.634	0.509	0.051	0.0	0.079	0.783
AB_BSA_220_NF54:ND6G8.albumax.Control	0.568	1	1	1	0	1	0	2	0	1	2	1	2	1	1	1.0	1.0	1.0	0.0	0.157	0.0	0.429	0.0	1.0	0.26	1.0	0.443	0.368	0.636
AB_BSA_220_NF54:ND6H1.albumax.Control	0.554	1	1	1	2	1	2	1	0	1	1	2	1	3	1	0.366	1.0	1.0	0.386	0.088	0.423	1.0	0.0	1.0	0.272	0.159	0.171	0.141	1.0
AB_BSA_220_NF54:ND6H4.albumax.Control	0.498	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1.0	1.0	0.075	0.802	0.0	0.892	0.617	1.0	0.475	0.057	0.589	0.385	0.298	0.398
AB_BSA_220_NF54:ND6H7.albumax.Control	0.383	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1.0	0.497	0.742	0.054	0.322	0.482	0.82	0.683	0.333	0.252	0.148	0.296	0.278	0.058
AB_BSA_220_NF54:ND6H9.albumax.Control	0.592	1	1	1	0	1	1	1	2	1	1	1	2	1	2	1.0	1.0	0.62	0.0	0.498	0.227	0.677	0.714	1.0	0.821	0.174	0.385	0.446	0.642
AB_BSA_220_NF54:cross1.1B5.serum.Control	0.583	0	1	1	1	1	1	1	1	1	0	1	1	2	2	0.0	0.494	0.532	0.87	0.59	1.0	0.843	1.0	0.613	0.0	0.64	0.092	0.479	0.396
AB_BSA_220_NF54:cross1.1D1.serum.Control	0.505	0	1	1	1	1	0	1	2	2	1	0	1	3	1	0.0	0.222	0.103	1.0	1.0	0.0	0.765	0.128	0.56	0.835	0.0	0.339	0.465	0.733
AB_BSA_220_NF54:cross1.1E4.serum.Control	0.359	1	1	1	2	0	0	1	1	1	1	1	1	1	0	0.814	0.542	0.788	0.448	0.0	0.0	1.0	0.185	0.637	0.345	0.49	0.226	0.265	0.0
AB_BSA_220_NF54:cross1.2C6.3H.serum.Control	0.549	0	1	1	1	2	1	1	0	1	1	2	1	3	1	0.0	0.196	0.198	0.866	0.41	1.0	1.0	0.0	0.147	1.0	0.131	0.767	0.343	0.417
AB_BSA_220_NF54:cross1.2C8.serum.Control	0.377	1	0	1	1	2	0	1	1	1	1	2	2	2	1	1.0	0.0	0.872	0.181	0.144	0.0	1.0	0.31	1.0	0.058	0.171	0.296	0.272	0.108
AB_BSA_220_NF54:cross1.2F3.serum.Control	0.515	1	0	0	1	1	0	2	1	1	0	1	1	1	1	0.219	0.0	0.0	1.0	0.932	0.0	0.255	1.0	0.683	0.0	0.267	0.899	0.462	0.762
AB_BSA_220_NF54:cross1.3B4.P2.serum.Control	0.618	0	0	1	1	1	1	1	1	0	2	1	1	2	1	0.0	0.0	0.654	1.0	0.233	0.582	0.284	1.0	0.0	0.231	0.819	0.625	0.541	1.0
AB_BSA_220_NF54:cross1.3C6.3B.serum.Control	0.39	2	1	1	2	2	0	1	2	1	2	1	2	1	1	0.323	0.752	0.602	0.242	0.309	0.0	0.27	0.295	0.829	0.109	0.239	0.474	0.274	0.117
AB_BSA_220_NF54:cross1.nm.1B6.serum.Control	0.463	1	1	2	0	1	2	1	1	0	2	1	0	1	0	0.839	0.818	0.511	0.0	0.098	0.361	0.789	0.89	0.0	0.576	0.382	0.0	1.0	0.0
AB_BSA_220_NF54:cross1.nm.1D12.serum.Control	0.421	0	1	1	2	1	1	1	0	2	2	1	1	0	1	0.0	0.381	0.863	0.345	0.841	0.134	0.291	0.0	0.325	0.185	0.795	1.0	0.0	0.214
AB_BSA_220_NF54:cross1.nm.1H7.serum.Control	0.487	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0.49	0.382	0.851	0.221	0.0	1.0	0.9	0.245	0.135	0.605	0.584	0.398	0.506	0.477
AB_BSA_220_NF54:cross1.nm.2B8.serum.Control	0.498	1	1	1	1	2	1	1	1	1	1	2	1	2	1	0.564	0.769	0.123	1.0	0.783	0.09	0.84	0.49	0.527	0.24	0.38	1.0	0.15	0.227
AB_BSA_220_NF54:cross1.nm.2F6.serum.Control	0.541	1	1	1	2	1	2	1	0	2	2	2	2	2	2	0.18	0.056	0.872	0.597	0.281	0.441	1.0	0.0	0.613	0.268	0.243	0.54	0.363	0.585
AB_BSA_220_NF54:cross1.nm.2H3.serum.Control	0.411	1	0	1	1	1	1	1	1	3	1	1	2	2	2	0.182	0.0	1.0	0.128	0.207	0.241	0.285	0.125	0.243	1.0	0.508	0.298	0.203	0.3
AB_BSA_220_NF54:cross1.nm.3E10.serum.Control	0.472	1	1	1	1	1	1	2	2	1	1	1	1	2	3	0.443	1.0	0.073	1.0	0.272	0.254	0.766	0.194	0.341	0.221	0.576	0.714	0.136	0.313
AB_BSA_220_NF54:cross1.nm.3E8.serum.Control	0.638	1	1	1	0	1	1	1	1	1	1	2	3	2	2	1.0	1.0	0.763	0.0	0.755	0.606	0.797	1.0	1.0	0.327	0.56	0.208	0.168	0.358
AB_BSA_220_NF54:cross1.nm.3F9.serum.Control	0.609	1	1	1	1	1	2	2	1	1	0	1	1	2	1	0.537	0.741	1.0	0.126	0.448	0.55	0.47	1.0	1.0	0.0	0.674	0.686	0.284	0.6
AB_BSA_222_NHP4026:AB007C0.serum.Control	0.585	1	2	1	1	0	1	2	1	2	0	1	2	1	2	1.0	0.459	0.767	0.727	0.0	0.63	0.198	0.542	0.397	0.0	1.0	0.527	0.742	0.254
AB_BSA_222_NHP4026:AB021C0.serum.Control	0.392	1	1	1	0	1	0	1	0	1	2	0	3	1	1	1.0	0.44	0.649	0.0	0.932	0.0	0.092	0.0	0.47	0.318	0.0	0.4	0.559	0.376
AB_BSA_222_NHP4026:AB025C0.serum.Control	0.575	1	0	1	2	1	1	1	2	1	1	1	1	1	1	0.786	0.0	0.258	0.574	0.777	1.0	0.684	0.457	1.0	0.2	1.0	0.475	0.419	0.268
AB_BSA_222_NHP4026:AB026C0.serum.Control	0.35	0	1	1	1	1	1	0	0	1	1	2	1	1	2	0.0	0.298	0.238	1.0	0.332	0.229	0.0	0.0	0.28	0.089	0.323	0.871	0.583	0.102
AB_BSA_222_NHP4026:AB036C0.serum.Control	0.595	1	1	2	0	1	1	1	2	2	1	1	3	1	2	0.814	0.559	0.517	0.0	0.758	0.475	0.132	0.542	0.328	0.767	0.911	0.289	0.611	0.378
AB_BSA_222_NHP4026:AB042C0.serum.Control	0.427	1	1	1	1	0	1	0	1	1	2	1	1	1	1	1.0	1.0	0.144	0.611	0.0	0.22	0.0	1.0	0.325	0.429	0.413	0.646	0.538	0.078
AB_BSA_222_NHP4026:AB043C0.serum.Control	0.59	0	1	1	0	1	1	1	1	1	2	1	1	2	2	0.0	1.0	0.8	0.0	1.0	0.483	0.523	0.525	1.0	0.322	0.205	0.911	0.306	0.504
AB_BSA_222_NHP4026:AB044C0.serum.Control	0.58	1	1	0	0	1	2	2	2	1	2	1	1	1	2	1.0	0.652	0.0	0.0	1.0	0.567	0.365	0.377	0.754	0.59	0.198	1.0	0.433	0.331
AB_BSA_222_NHP4026:AB046C0.serum.Control	0.351	0	1	1	1	1	1	0	0	0	1	2	2	1	2	0.0	1.0	0.411	0.88	0.153	0.482	0.0	0.0	0.0	1.0	0.085	0.386	0.324	0.133
AB_BSA_222_NHP4026:AB050C0.serum.Control	0.48	1	1	0	1	1	2	1	2	1	0	0	1	2	1	1.0	0.497	0.0	0.433	1.0	0.543	0.69	0.296	1.0	0.0	0.0	0.327	0.176	0.684
AB_BSA_222_NHP4026:AB051C0.serum.Control	0.493	1	1	1	1	1	2	1	1	2	1	1	1	1	1	0.629	1.0	0.341	0.319	0.394	0.419	0.173	0.438	0.386	0.239	0.337	1.0	0.91	0.095
AB_BSA_222_NHP4026:AB052C0.serum.Control	0.306	1	2	0	0	0	1	0	1	1	1	1	1	1	0	0.36	0.418	0.0	0.0	0.0	0.354	0.0	0.633	0.711	0.145	0.326	0.527	0.556	0.0
AB_BSA_222_NHP4026:AB057C0.serum.Control	0.471	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1.0	0.0	1.0	1.0	0.895	0.397	0.356	0.145	0.603	0.272	0.426	0.535	0.428	0.216
AB_BSA_222_NHP4026:AB071C0.serum.Control	0.481	0	1	1	1	1	1	1	3	2	1	0	1	1	1	0.0	0.803	0.65	0.158	1.0	1.0	0.36	0.214	0.471	0.14	0.0	0.668	0.45	0.383
AB_BSA_222_NHP4026:AB076C0.serum.Control	0.491	1	1	0	1	1	0	2	1	0	1	1	2	1	2	1.0	0.72	0.0	1.0	0.101	0.0	0.224	0.402	0.0	0.079	1.0	0.703	0.429	0.624
AB_BSA_222_NHP4026:AB084C0.serum.Control	0.555	0	1	1	1	2	1	0	1	1	1	2	1	2	2	0.0	1.0	1.0	0.895	0.239	0.462	0.0	1.0	1.0	0.387	0.473	0.635	0.169	0.308
AB_BSA_222_NHP4026:AB204.albumax.Control	0.446	1	0	1	2	0	1	0	2	1	0	0	1	1	1	0.214	0.0	1.0	0.611	0.0	0.335	0.0	0.227	1.0	0.0	0.0	0.569	1.0	0.428
AB_BSA_222_NHP4026:AB205.albumax.Control	0.593	1	2	1	1	1	2	1	2	1	0	2	1	1	3	1.0	0.203	0.851	1.0	0.803	0.599	0.186	0.227	0.529	0.0	0.492	0.125	1.0	0.421
AB_BSA_222_NHP4026:AB206.albumax.Control	0.486	0	1	0	1	2	1	0	1	1	1	1	2	2	2	0.0	0.051	0.0	1.0	0.155	0.458	0.0	0.106	1.0	0.542	0.308	0.55	0.323	0.482
AB_BSA_222_NHP4026:AB207.albumax.Control	0.539	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1.0	1.0	0.396	0.733	0.43	0.254	0.52	1.0	0.576	0.292	0.243	0.201	0.944	0.3
AB_BSA_222_NHP4026:AB208.albumax.Control	0.628	1	1	1	0	1	1	0	1	1	0	2	1	1	1	0.677	0.323	0.675	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.468	0.565	1.0	0.639
AB_BSA_222_NHP4026:AB209.albumax.Control	0.539	1	1	2	1	2	1	0	1	2	1	2	3	3	1	1.0	0.867	0.372	0.103	0.157	0.273	0.0	0.563	0.396	0.41	0.488	0.154	0.314	0.787
AB_BSA_222_NHP4026:AB210.albumax.Control	0.42	1	1	2	1	1	1	0	2	1	0	2	1	2	1	1.0	0.085	0.262	0.426	0.411	0.531	0.0	0.441	0.257	0.0	0.33	0.237	0.491	0.774
AB_BSA_222_NHP4026:AB212.albumax.Control	0.449	1	0	1	1	0	2	1	1	2	0	1	3	2	2	0.675	0.0	0.473	0.577	0.0	0.531	0.509	0.834	0.484	0.0	0.282	0.516	0.182	0.308
AB_BSA_222_NHP4026:AB216.albumax.Control	0.543	1	2	0	2	1	1	0	2	1	1	1	2	3	2	0.318	0.222	0.0	0.564	1.0	1.0	0.0	0.224	0.824	0.361	0.416	0.536	0.184	0.414
AB_BSA_222_NHP4026:AB217.albumax.Control	0.506	1	1	1	2	1	2	1	1	1	0	0	2	1	1	1.0	0.342	0.275	0.212	1.0	0.19	0.512	1.0	0.571	0.0	0.0	0.821	1.0	0.108
AB_BSA_222_NHP4026:AB219.albumax.Control	0.604	1	1	0	2	1	1	1	1	2	1	1	2	1	2	1.0	0.314	0.0	0.511	0.918	0.155	1.0	1.0	0.325	0.103	0.674	0.26	1.0	0.35
AB_BSA_222_NHP4026:AB228.albumax.Control	0.383	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1.0	1.0	0.094	1.0	0.41	0.22	0.349	0.142	0.15	0.456	0.274	0.381	0.69	0.0
