comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
AB026C0.serum.Control:AB206.albumax.Control	0.557	1	1	1	1	2	1	1	1	1	2	3	2	2	3	1.0	0.767	0.762	1.0	0.431	0.314	1.0	0.894	0.28	0.458	0.177	0.421	0.14	0.131
AB026C0.serum.Control:AB207.albumax.Control	0.488	0	1	1	1	2	1	1	0	1	1	2	2	2	2	0.0	0.298	0.366	0.733	0.156	1.0	0.345	0.0	0.505	0.619	0.3	0.201	0.583	0.62
AB026C0.serum.Control:AB208.albumax.Control	0.391	1	1	1	0	1	1	1	0	1	1	2	1	1	2	0.323	0.38	0.087	0.0	0.332	0.229	1.0	0.0	0.28	0.911	0.121	0.436	0.583	0.259
AB026C0.serum.Control:AB209.albumax.Control	0.365	0	2	2	1	3	1	1	1	0	1	3	2	1	2	0.0	0.298	0.266	0.105	0.29	1.0	1.0	0.437	0.0	0.501	0.135	0.119	0.236	0.11
AB026C0.serum.Control:AB210.albumax.Control	0.437	0	2	2	1	2	1	1	1	2	1	2	1	2	2	0.0	0.479	0.532	0.426	0.184	0.241	1.0	0.457	0.387	0.911	0.213	0.108	0.351	0.123
AB026C0.serum.Control:AB212.albumax.Control	0.542	1	1	2	1	2	2	1	1	2	1	3	3	1	2	0.325	0.702	0.527	0.577	0.586	0.229	0.491	0.166	0.254	0.911	0.543	0.387	0.095	0.692
AB026C0.serum.Control:AB216.albumax.Control	0.569	1	2	1	2	1	1	1	1	2	1	2	2	2	2	0.682	0.481	0.762	0.564	0.332	0.229	1.0	0.576	0.28	0.55	0.866	0.407	0.095	0.428
AB026C0.serum.Control:AB217.albumax.Control	0.549	0	2	1	2	1	2	1	0	3	1	2	2	1	2	0.0	0.185	0.487	0.212	0.332	0.387	0.488	0.0	0.306	0.911	0.543	0.692	0.546	0.365
AB026C0.serum.Control:AB219.albumax.Control	0.499	0	1	1	2	2	1	0	0	1	2	2	3	1	2	0.0	1.0	0.762	0.511	0.332	0.617	0.0	0.0	0.787	0.499	0.132	0.26	0.583	0.43
AB026C0.serum.Control:AB228.albumax.Control	0.619	0	1	2	1	2	1	2	1	2	2	3	2	2	1	0.0	0.298	0.408	1.0	0.176	0.525	0.376	0.858	0.387	0.544	0.543	0.381	0.413	0.817
AB026C0.serum.Control:AB231.albumax.Control	0.627	0	1	1	1	1	1	1	1	1	1	3	2	2	1	0.0	0.702	0.694	1.0	0.332	0.437	0.481	0.275	0.28	0.911	0.423	0.673	0.258	0.92
AB026C0.serum.Control:AB232.albumax.Control	0.503	1	2	1	1	2	1	1	1	1	1	3	1	1	4	1.0	0.506	0.238	0.342	0.375	0.374	0.235	0.51	0.328	1.0	0.46	0.421	0.14	0.236
AB026C0.serum.Control:AB235.albumax.Control	0.565	1	1	2	1	1	0	1	0	2	2	2	1	2	3	0.51	0.702	0.342	1.0	0.332	0.0	1.0	0.0	0.28	0.692	0.181	0.871	0.428	0.269
AB026C0.serum.Control:AB236.albumax.Control	0.545	1	1	1	2	2	1	1	1	2	2	2	2	1	2	0.526	0.298	0.762	0.271	0.414	1.0	1.0	0.295	0.387	0.311	0.543	0.129	1.0	0.102
AB026C0.serum.Control:AB237.albumax.Control	0.622	0	2	1	1	2	1	1	1	3	1	1	1	2	1	0.0	0.572	0.238	0.527	0.332	0.771	0.754	0.303	0.28	0.911	0.39	0.871	0.14	0.92
AB026C0.serum.Control:AB238.albumax.Control	0.525	0	2	1	1	1	2	1	1	2	2	2	1	3	2	0.0	0.298	0.238	0.784	0.523	0.229	0.863	0.421	0.387	0.214	0.323	0.767	0.231	0.354
AB026C0.serum.Control:AB239.albumax.Control	0.616	1	1	1	1	2	1	1	0	2	2	3	1	1	3	1.0	1.0	0.238	0.266	0.586	0.229	1.0	0.0	0.28	0.271	0.323	0.832	0.933	0.453
AB026C0.serum.Control:AB241.albumax.Control	0.568	1	1	0	1	2	0	1	1	1	1	3	2	2	1	0.54	0.298	0.0	1.0	0.586	0.0	1.0	0.155	0.288	0.911	0.543	0.426	0.144	0.92
AB026C0.serum.Control:AB243.albumax.Control	0.545	1	2	1	2	1	2	0	1	1	2	2	2	1	2	1.0	0.399	0.762	0.58	0.825	0.524	0.0	0.528	0.28	0.336	0.298	0.153	0.583	0.725
AB026C0.serum.Control:AB246.albumax.Control	0.55	1	1	2	0	2	2	1	0	1	1	2	2	1	2	0.329	1.0	0.206	0.0	0.451	0.431	1.0	0.0	0.28	1.0	0.235	0.421	0.723	0.514
AB026C0.serum.Control:AB247.albumax.Control	0.507	1	1	1	1	2	2	1	2	1	1	3	1	1	3	0.251	0.702	0.762	1.0	0.447	0.229	1.0	0.655	0.28	0.089	0.334	0.403	0.498	0.189
AB026C0.serum.Control:AB248.albumax.Control	0.63	0	1	1	1	2	2	1	1	1	2	3	2	2	1	0.0	0.298	0.762	0.804	0.332	0.588	1.0	0.664	0.28	0.506	0.312	0.248	0.488	0.817
AB026C0.serum.Control:AB250.albumax.Control	0.63	0	1	1	2	2	1	1	1	1	1	3	2	2	3	0.0	0.702	0.276	0.722	0.586	0.771	1.0	0.556	0.613	0.58	0.238	0.527	0.517	0.3
AB026C0.serum.Control:AB251.albumax.Control	0.65	1	2	2	1	1	2	1	1	2	2	1	1	1	3	0.691	0.702	0.238	1.0	0.918	0.229	0.731	1.0	0.333	0.407	0.066	0.871	0.583	0.26
AB026C0.serum.Control:AB252.albumax.Control	0.533	1	1	2	1	2	2	1	1	2	2	2	2	2	2	0.686	0.754	0.238	0.205	0.332	0.319	1.0	0.109	0.667	0.126	0.323	0.136	0.413	0.368
AB026C0.serum.Control:AB253.albumax.Control	0.616	0	1	2	1	1	1	1	1	2	1	3	1	3	3	0.0	0.337	0.237	0.825	0.586	0.229	1.0	1.0	0.333	0.911	0.543	0.871	0.277	0.151
AB026C0.serum.Control:AB254.albumax.Control	0.517	0	1	1	0	2	2	1	2	1	3	3	2	3	2	0.0	0.298	0.238	0.0	0.396	0.352	1.0	0.502	0.171	0.233	0.323	0.714	0.526	0.197
AB026C0.serum.Control:AB255.albumax.Control	0.544	1	1	2	1	3	1	1	1	2	2	2	2	1	2	0.351	0.702	0.238	0.728	0.215	0.45	1.0	0.398	0.333	0.528	0.078	0.448	0.14	0.6
AB026C0.serum.Control:AB280.albumax.Control	0.563	0	1	1	0	2	3	1	1	2	2	2	2	3	2	0.0	0.702	0.094	0.0	0.586	0.341	1.0	0.25	0.387	0.767	0.543	0.333	0.225	0.425
AB026C0.serum.Control:AB283.albumax.Control	0.644	1	1	1	1	1	1	1	1	2	1	2	2	2	1	0.535	0.298	0.762	0.727	0.414	0.771	1.0	1.0	0.333	0.911	0.323	0.129	0.563	0.817
AB026C0.serum.Control:AB290.albumax.Control	0.624	0	1	1	1	2	1	2	1	1	3	2	3	2	3	0.0	0.702	0.762	0.63	0.369	0.39	0.488	0.891	0.28	0.442	0.323	0.323	0.494	0.366
AB026C0.serum.Control:AB291.albumax.Control	0.566	0	1	0	1	2	1	1	1	2	1	2	2	1	1	0.0	0.702	0.0	0.248	0.358	0.533	0.783	0.095	0.28	0.911	0.543	0.57	0.583	0.817
AB026C0.serum.Control:AC054N2.serum.Control	0.517	1	1	1	1	2	1	1	0	2	1	3	2	2	2	0.159	0.298	0.238	0.389	0.156	0.229	1.0	0.0	0.333	0.089	0.543	0.598	0.378	0.613
AB026C0.serum.Control:AC062N2.serum.Control	0.528	0	2	1	1	2	1	1	1	2	1	2	1	3	1	0.0	0.298	0.238	0.883	0.332	0.08	1.0	0.084	0.285	0.608	0.543	0.871	0.277	0.488
AB026C0.serum.Control:AC107N1.albumax.Control	0.6	0	2	2	0	2	1	1	1	2	2	3	2	2	3	0.0	0.233	0.646	0.0	0.271	0.229	1.0	0.531	0.387	0.616	0.384	0.682	0.433	0.437
AB026C0.serum.Control:ND2D4.albumax.Control	0.549	1	1	1	2	2	0	1	1	1	2	2	2	2	2	0.508	0.702	0.401	0.658	0.132	0.0	0.88	0.383	0.613	0.303	0.543	0.584	0.424	0.562
AB026C0.serum.Control:ND51A.albumax.Control	0.658	0	2	2	1	2	1	1	1	2	1	2	2	3	2	0.0	0.354	0.413	0.746	0.586	0.406	1.0	0.816	0.406	0.911	0.111	0.789	0.223	0.658
AB026C0.serum.Control:ND5A6.albumax.Control	0.493	1	1	2	1	2	1	1	1	3	1	3	1	2	2	1.0	0.702	0.499	1.0	0.084	0.229	0.687	0.094	0.387	0.089	0.209	0.542	0.407	0.447
AB026C0.serum.Control:ND5B12.albumax.Control	0.505	1	1	1	1	2	1	1	0	1	1	3	3	3	3	1.0	0.298	0.762	0.267	0.23	0.214	1.0	0.0	0.359	0.089	0.543	0.254	0.322	0.542
AB026C0.serum.Control:ND5B3.albumax.Control	0.497	1	2	1	2	2	3	1	1	0	2	3	2	2	2	0.264	0.298	0.469	0.521	0.586	0.119	1.0	0.839	0.0	0.231	0.323	0.505	0.143	0.37
AB026C0.serum.Control:ND5B8.albumax.Control	0.533	0	1	2	2	1	1	1	1	2	3	2	1	1	1	0.0	0.298	0.38	0.158	0.082	0.226	1.0	0.114	0.387	0.39	0.416	0.871	0.386	0.817
AB026C0.serum.Control:ND5E11.albumax.Control	0.56	1	1	1	1	1	2	1	0	1	2	3	2	3	2	0.389	0.702	0.762	1.0	0.414	0.301	1.0	0.0	0.667	0.202	0.372	0.679	0.185	0.344
AB026C0.serum.Control:ND5F11.albumax.Control	0.627	1	1	1	2	2	1	1	1	1	2	2	1	1	2	0.277	0.364	0.675	0.452	0.267	0.617	0.882	0.363	0.28	0.513	0.776	0.871	0.86	0.393
AB026C0.serum.Control:ND5F4.albumax.Control	0.614	1	1	1	1	2	1	1	1	1	3	2	3	2	1	1.0	0.585	0.762	1.0	0.4	0.599	0.765	0.475	0.288	0.348	0.205	0.254	0.583	0.651
AB026C0.serum.Control:ND6A7.albumax.Control	0.442	1	1	2	1	1	1	1	1	1	3	2	1	2	2	0.457	0.702	0.164	0.334	0.332	0.15	0.793	0.329	0.262	0.247	0.128	0.871	0.279	0.216
AB026C0.serum.Control:ND6B12.albumax.Control	0.594	1	1	1	0	2	1	1	1	1	2	2	1	1	3	1.0	0.413	0.134	0.0	0.135	0.229	1.0	0.892	0.333	0.573	0.346	1.0	0.679	0.538
AB026C0.serum.Control:ND6C10.albumax.Control	0.531	0	1	2	1	2	2	1	1	1	1	1	2	1	1	0.0	0.344	0.38	0.898	0.19	0.518	1.0	0.118	0.442	0.911	0.066	0.552	0.583	0.607
AB026C0.serum.Control:ND6D10.albumax.Control	0.65	0	2	1	1	2	1	1	1	2	2	2	1	1	3	0.0	0.726	0.762	0.278	0.157	1.0	1.0	1.0	0.333	0.575	0.134	0.871	0.723	0.406
AB026C0.serum.Control:ND6E3.albumax.Control	0.579	0	1	1	1	2	2	1	2	3	1	3	3	2	2	0.0	0.298	0.762	0.623	0.586	0.757	1.0	0.45	0.266	0.089	0.543	0.286	0.416	0.242
AB026C0.serum.Control:ND6E6.albumax.Control	0.481	0	2	1	1	2	0	0	1	3	2	2	3	2	2	0.0	0.366	0.238	0.428	0.586	0.0	0.0	0.117	0.281	0.765	0.543	0.541	0.474	0.262
AB026C0.serum.Control:ND6G1.albumax.Control	0.622	1	2	2	2	1	2	1	0	1	2	1	1	2	2	0.58	0.529	0.54	0.454	0.918	0.229	1.0	0.0	0.333	0.509	0.323	0.871	0.583	0.681
AB026C0.serum.Control:ND6G8.albumax.Control	0.537	1	1	1	1	2	1	2	0	2	3	2	2	2	2	1.0	0.702	0.762	1.0	0.257	0.229	0.429	0.0	0.387	0.26	0.543	0.182	0.327	0.555
AB026C0.serum.Control:ND6H1.albumax.Control	0.577	1	1	1	1	1	2	1	0	2	2	1	2	3	1	0.366	0.702	0.762	0.335	0.414	0.335	1.0	0.0	0.387	0.272	0.226	0.779	0.408	0.817
AB026C0.serum.Control:ND6H4.albumax.Control	0.606	1	1	2	1	1	1	1	1	2	0	2	1	1	2	1.0	0.702	0.238	0.198	0.332	0.663	0.617	1.0	0.333	0.0	0.866	0.615	0.86	0.498
AB026C0.serum.Control:ND6H7.albumax.Control	0.591	1	2	1	2	1	2	1	1	1	2	1	2	2	3	1.0	0.497	1.0	0.829	0.503	0.253	0.82	0.683	0.613	0.226	0.39	0.704	0.445	0.102
AB026C0.serum.Control:ND6H9.albumax.Control	0.623	1	1	1	1	2	2	1	2	2	2	3	1	2	2	1.0	0.702	0.382	1.0	0.291	0.149	0.677	0.714	0.387	0.821	0.323	0.416	0.353	0.561
AB026C0.serum.Control:cross1.1B5.serum.Control	0.506	0	1	1	1	2	1	1	1	1	1	2	1	3	2	0.0	0.196	0.294	0.13	0.176	0.771	0.843	1.0	0.333	0.089	0.183	0.779	0.381	0.315
AB026C0.serum.Control:cross1.1D1.serum.Control	0.485	0	2	2	0	2	1	1	2	3	2	2	1	3	2	0.0	0.195	0.238	0.0	0.586	0.229	0.765	0.128	0.333	0.835	0.323	0.514	0.161	0.653
AB026C0.serum.Control:cross1.1E4.serum.Control	0.491	1	1	1	1	1	1	1	1	2	2	3	2	2	2	0.814	0.244	1.0	0.269	0.332	0.229	1.0	0.185	0.223	0.345	0.334	0.774	0.435	0.102
AB026C0.serum.Control:cross1.2C6.3H.serum.Control	0.484	0	2	2	1	3	1	1	0	2	1	2	1	4	2	0.0	0.298	0.238	0.134	0.41	0.771	1.0	0.0	0.223	0.911	0.39	0.104	0.277	0.314
AB026C0.serum.Control:cross1.2C8.serum.Control	0.537	1	1	1	1	3	1	1	1	2	2	1	2	2	3	1.0	0.298	0.634	0.819	0.27	0.229	1.0	0.31	0.387	0.089	0.46	0.623	0.353	0.108
AB026C0.serum.Control:cross1.2F3.serum.Control	0.425	1	1	1	0	1	1	2	1	2	1	2	2	2	2	0.219	0.298	0.238	0.0	0.586	0.229	0.255	1.0	0.302	0.089	0.19	0.129	0.399	0.659
AB026C0.serum.Control:cross1.3B4.P2.serum.Control	0.485	0	1	2	0	2	2	1	1	1	2	2	2	1	1	0.0	0.298	0.654	0.0	0.181	0.582	0.284	1.0	0.28	0.231	0.362	0.375	0.323	0.817
AB026C0.serum.Control:cross1.3C6.3B.serum.Control	0.463	2	1	2	2	3	1	1	2	2	3	2	2	2	3	0.323	1.0	0.602	0.342	0.184	0.229	0.27	0.295	0.387	0.109	0.219	0.217	0.498	0.117
AB026C0.serum.Control:cross1.nm.1B6.serum.Control	0.596	1	2	2	1	2	2	1	1	1	2	3	1	2	2	0.839	0.702	0.372	1.0	0.332	0.268	0.789	0.89	0.28	0.576	0.382	0.871	0.277	0.102
AB026C0.serum.Control:cross1.nm.1D12.serum.Control	0.39	0	2	1	1	1	1	1	0	2	3	2	1	1	2	0.0	0.381	0.625	0.445	0.427	0.4	0.291	0.0	0.613	0.185	0.338	0.129	0.583	0.134
AB026C0.serum.Control:cross1.nm.1H7.serum.Control	0.566	1	1	1	1	1	1	1	1	2	1	2	1	2	2	0.49	0.085	0.613	0.779	0.332	0.771	0.9	0.245	0.28	0.516	0.866	0.473	0.354	0.397
AB026C0.serum.Control:cross1.nm.2B8.serum.Control	0.472	1	2	2	0	3	2	1	1	2	2	2	1	3	2	0.564	0.702	0.238	0.0	0.586	0.229	0.84	0.49	0.333	0.24	0.305	0.129	0.328	0.354
AB026C0.serum.Control:cross1.nm.2F6.serum.Control	0.486	1	2	1	1	2	2	1	0	2	3	4	2	3	3	0.18	0.298	0.634	0.054	0.133	0.441	1.0	0.0	0.333	0.268	0.243	0.327	0.307	0.505
AB026C0.serum.Control:cross1.nm.2H3.serum.Control	0.451	1	1	1	1	2	2	1	1	3	1	2	3	3	2	0.182	0.298	0.762	0.872	0.207	0.142	0.285	0.125	0.402	0.911	0.066	0.304	0.323	0.197
AB026C0.serum.Control:cross1.nm.3E10.serum.Control	0.47	1	1	1	0	2	0	2	2	1	2	2	1	3	2	0.443	0.702	0.168	0.0	0.25	0.0	0.766	0.196	0.667	0.221	0.866	0.157	0.583	0.313
AB026C0.serum.Control:cross1.nm.3E8.serum.Control	0.595	1	1	1	1	2	1	1	1	2	1	3	3	2	2	1.0	0.702	0.525	1.0	0.341	0.377	0.797	1.0	0.387	0.441	0.22	0.308	0.429	0.255
AB026C0.serum.Control:cross1.nm.3F9.serum.Control	0.601	1	1	1	1	1	2	2	1	2	1	3	1	3	2	0.537	1.0	0.762	0.874	0.082	0.55	0.47	1.0	0.387	0.089	0.543	0.185	0.362	0.52
AB036C0.serum.Control:AB042C0.serum.Control	0.553	1	1	2	1	1	2	2	2	1	3	1	3	2	2	0.816	0.559	0.157	0.389	0.242	0.22	0.46	0.542	0.086	0.276	0.532	0.289	0.538	0.211
AB036C0.serum.Control:AB043C0.serum.Control	0.652	1	1	2	1	1	1	1	2	2	2	1	2	2	2	0.186	0.559	0.517	1.0	0.758	1.0	0.592	0.29	0.328	0.322	0.314	0.289	0.692	0.496
AB036C0.serum.Control:AB044C0.serum.Control	0.525	1	1	1	1	1	1	3	3	2	2	2	3	2	3	0.814	0.215	0.157	1.0	0.785	0.262	0.302	0.106	0.328	0.361	0.198	0.289	0.325	0.288
AB036C0.serum.Control:AB046C0.serum.Control	0.419	1	1	1	1	2	2	2	1	2	1	3	3	1	3	0.186	0.559	0.6	0.12	0.242	0.305	0.46	0.168	0.285	0.767	0.089	0.217	0.101	0.318
AB036C0.serum.Control:AB050C0.serum.Control	0.46	1	1	1	1	1	2	2	2	2	1	1	2	3	2	0.814	0.056	0.157	0.567	0.758	0.238	0.31	0.427	0.328	0.233	0.089	0.247	0.389	0.378
AB036C0.serum.Control:AB051C0.serum.Control	0.473	1	1	1	1	1	2	2	2	3	2	1	3	1	2	0.442	0.559	0.483	0.681	0.153	0.114	0.46	0.438	0.223	0.239	0.248	0.289	0.521	0.466
AB036C0.serum.Control:AB052C0.serum.Control	0.577	1	1	1	1	1	1	2	2	2	2	2	2	2	1	0.174	0.298	0.157	1.0	0.242	0.22	0.46	0.29	0.613	0.233	0.326	0.55	0.556	0.466
AB036C0.serum.Control:AB057C0.serum.Control	0.488	1	1	2	0	1	2	1	2	3	2	2	3	2	1	0.814	0.441	0.517	0.0	0.653	0.626	0.46	0.168	0.323	0.272	0.426	0.083	0.428	0.214
AB036C0.serum.Control:AB071C0.serum.Control	0.467	1	1	2	1	1	1	1	3	2	1	1	3	2	2	0.186	0.362	0.326	0.842	0.758	0.475	0.46	0.209	0.301	0.092	0.089	0.289	0.45	0.147
AB036C0.serum.Control:AB076C0.serum.Control	0.543	1	1	1	0	2	2	2	2	2	2	1	4	2	3	0.814	0.279	0.157	0.0	0.242	0.305	0.46	0.402	0.285	0.233	0.911	0.289	0.37	0.378
AB036C0.serum.Control:AB084C0.serum.Control	0.623	1	1	2	1	3	2	2	2	2	1	3	3	3	3	0.186	0.559	0.517	0.105	0.242	0.305	0.46	0.542	0.328	0.158	0.473	0.289	0.288	0.466
AB036C0.serum.Control:AB204.albumax.Control	0.383	0	1	2	2	1	1	2	2	2	1	1	3	1	2	0.0	0.441	0.517	0.158	0.242	0.22	0.46	0.385	0.328	0.233	0.089	0.09	0.609	0.117
AB036C0.serum.Control:AB205.albumax.Control	0.537	1	2	2	0	1	2	2	3	3	1	2	3	1	3	0.814	0.641	0.517	0.0	0.561	0.294	0.46	0.227	0.301	0.233	0.492	0.401	0.611	0.171
AB036C0.serum.Control:AB206.albumax.Control	0.361	1	2	1	0	2	2	2	2	2	1	2	3	2	3	0.186	0.441	0.157	0.0	0.14	0.22	0.46	0.168	0.328	0.309	0.308	0.289	0.122	0.181
AB036C0.serum.Control:AB207.albumax.Control	0.498	1	1	2	1	1	1	1	2	2	2	2	2	1	2	0.814	0.559	0.326	0.267	0.188	0.305	0.457	0.542	0.414	0.292	0.243	0.207	0.554	0.466
AB036C0.serum.Control:AB208.albumax.Control	0.511	1	1	2	1	1	1	2	2	2	1	2	3	1	1	0.49	0.118	0.326	1.0	0.758	0.475	0.46	0.542	0.328	0.233	0.468	0.086	0.611	0.155
AB036C0.serum.Control:AB209.albumax.Control	0.57	1	2	2	1	2	2	2	2	1	2	3	4	3	2	0.814	0.559	0.483	0.897	0.447	0.305	0.46	0.29	0.301	0.41	0.488	0.394	0.236	0.166
AB036C0.serum.Control:AB210.albumax.Control	0.477	1	2	1	1	2	2	2	3	1	1	1	3	2	2	0.814	0.218	0.262	0.574	0.354	0.226	0.46	0.441	0.086	0.233	0.33	0.315	0.489	0.155
AB036C0.serum.Control:AB212.albumax.Control	0.446	2	1	1	1	1	2	1	2	3	1	1	2	2	3	0.675	0.441	0.674	0.423	0.242	0.226	0.592	0.376	0.358	0.233	0.193	0.146	0.207	0.313
AB036C0.serum.Control:AB216.albumax.Control	0.427	1	2	1	1	1	1	2	3	2	2	1	3	3	1	0.131	0.219	0.157	0.306	0.758	0.475	0.46	0.224	0.328	0.361	0.327	0.289	0.205	0.15
AB036C0.serum.Control:AB217.albumax.Control	0.461	1	2	2	2	1	3	1	2	2	1	1	4	1	2	0.814	0.185	0.275	0.437	0.758	0.22	0.592	0.542	0.328	0.233	0.089	0.149	0.609	0.29
AB036C0.serum.Control:AB219.albumax.Control	0.559	1	2	1	1	2	2	1	2	1	2	2	2	1	3	0.814	0.441	0.157	0.17	0.758	0.22	0.132	0.542	0.401	0.233	0.674	0.477	0.609	0.272
AB036C0.serum.Control:AB228.albumax.Control	0.369	1	1	1	0	1	2	2	2	2	1	1	2	1	1	0.814	0.559	0.223	0.0	0.168	0.254	0.54	0.168	0.135	0.223	0.185	0.401	0.301	0.425
AB036C0.serum.Control:AB231.albumax.Control	0.494	1	1	2	0	1	1	1	1	2	1	1	3	2	2	0.816	0.441	0.157	0.0	0.758	0.22	0.592	0.542	0.328	0.233	0.489	0.289	0.398	0.466
AB036C0.serum.Control:AB232.albumax.Control	0.384	1	2	2	1	2	2	2	1	2	1	1	3	1	3	0.186	0.494	0.517	0.658	0.625	0.22	0.235	0.29	0.086	0.119	0.451	0.083	0.132	0.209
AB036C0.serum.Control:AB235.albumax.Control	0.542	1	1	1	0	1	1	2	2	3	1	1	3	1	4	0.303	0.441	0.517	0.0	0.758	0.695	0.46	0.542	0.328	0.075	0.362	0.289	0.568	0.357
AB036C0.serum.Control:AB236.albumax.Control	0.522	1	1	1	2	2	1	2	2	2	3	1	1	2	2	0.288	0.559	0.157	0.445	0.629	0.305	0.46	0.29	0.116	0.341	0.089	0.633	0.506	0.378
AB036C0.serum.Control:AB237.albumax.Control	0.576	1	2	2	1	2	2	2	2	2	1	1	3	1	2	0.814	0.441	0.517	0.473	0.5	0.305	0.408	0.29	0.613	0.233	1.0	0.289	0.253	0.466
AB036C0.serum.Control:AB238.albumax.Control	0.566	1	2	2	1	2	2	2	2	2	1	1	3	2	2	0.814	0.559	0.517	0.216	0.437	0.213	0.408	0.29	0.285	0.554	0.911	0.289	0.285	0.279
AB036C0.serum.Control:AB239.albumax.Control	0.584	1	2	2	1	1	1	2	2	2	1	1	2	2	3	0.186	0.441	0.517	0.734	0.242	0.475	0.46	0.542	0.328	0.518	0.603	0.149	0.471	0.378
AB036C0.serum.Control:AB241.albumax.Control	0.457	1	1	2	0	1	1	2	3	2	1	1	4	1	2	0.273	0.559	0.326	0.0	0.242	0.695	0.46	0.542	0.328	0.233	0.147	0.231	0.256	0.466
AB036C0.serum.Control:AB243.albumax.Control	0.533	1	1	1	1	2	2	1	2	2	2	3	4	1	2	0.186	1.0	0.157	0.329	0.441	0.071	0.132	0.472	0.328	0.43	0.482	0.218	0.611	0.466
AB036C0.serum.Control:AB246.albumax.Control	0.567	1	2	2	1	2	1	2	2	2	1	2	2	1	1	0.484	0.441	0.167	1.0	0.193	0.08	0.46	0.542	0.328	0.126	0.308	0.401	0.479	0.845
AB036C0.serum.Control:AB247.albumax.Control	0.405	1	1	1	0	1	1	2	2	2	1	2	3	1	2	0.563	0.441	0.157	0.0	0.103	0.334	0.46	0.113	0.328	0.767	0.103	0.083	0.753	0.155
AB036C0.serum.Control:AB248.albumax.Control	0.566	1	1	1	1	1	2	2	2	2	1	2	4	1	1	0.814	0.559	0.157	0.196	1.0	0.305	0.46	0.336	0.328	0.494	0.246	0.155	0.846	0.466
AB036C0.serum.Control:AB250.albumax.Control	0.592	1	1	1	1	1	2	2	2	2	2	1	3	2	4	0.814	0.441	0.326	0.129	0.242	0.305	0.46	0.444	0.613	0.331	0.671	0.289	0.611	0.274
AB036C0.serum.Control:AB251.albumax.Control	0.481	2	2	2	0	2	2	2	1	2	2	2	3	1	3	0.309	0.441	0.517	0.0	0.416	0.411	0.408	0.168	0.285	0.233	0.576	0.289	0.609	0.156
AB036C0.serum.Control:AB252.albumax.Control	0.693	2	2	2	2	2	2	2	2	1	2	1	3	2	2	0.314	0.441	0.326	0.413	0.758	0.639	0.46	0.615	0.699	0.462	0.911	0.454	0.389	0.277
AB036C0.serum.Control:AB253.albumax.Control	0.454	1	1	2	1	2	1	2	1	2	1	1	3	2	3	0.814	0.076	0.517	0.175	0.242	0.475	0.46	0.168	0.387	0.233	0.205	0.289	0.462	0.155
AB036C0.serum.Control:AB254.albumax.Control	0.641	1	1	2	1	3	2	2	1	3	2	1	3	2	2	0.814	0.559	0.517	1.0	0.242	0.44	0.46	0.129	0.387	0.251	0.792	0.289	0.534	0.172
AB036C0.serum.Control:AB255.albumax.Control	0.439	1	1	3	1	2	1	2	2	3	2	2	3	1	2	0.465	0.441	0.517	0.272	0.406	0.245	0.46	0.29	0.285	0.233	0.465	0.113	0.154	0.466
AB036C0.serum.Control:AB280.albumax.Control	0.371	1	1	2	1	1	2	2	1	2	0	1	3	1	2	0.814	0.436	0.326	1.0	0.242	0.15	0.46	0.542	0.285	0.0	0.073	0.121	0.225	0.247
AB036C0.serum.Control:AB283.albumax.Control	0.551	2	1	1	1	1	2	2	1	2	1	1	1	1	1	0.465	0.559	0.157	0.273	0.664	0.305	0.46	0.168	0.387	0.233	0.911	0.633	0.673	0.466
AB036C0.serum.Control:AB290.albumax.Control	0.522	1	1	1	2	1	2	2	2	2	2	1	2	1	4	0.814	0.441	0.157	0.185	0.243	0.22	0.512	0.168	0.328	0.105	0.911	0.46	0.381	0.211
AB036C0.serum.Control:AB291.albumax.Control	0.467	1	1	2	1	0	1	2	3	2	1	1	3	1	1	0.814	0.441	0.326	0.754	0.0	0.162	0.408	0.29	0.613	0.233	0.089	0.149	0.609	0.466
AB036C0.serum.Control:AC054N2.serum.Control	0.648	2	1	2	1	1	1	2	2	2	1	1	4	2	2	0.351	0.559	0.517	0.611	0.188	0.475	0.46	0.542	0.285	0.767	0.257	0.289	0.518	0.466
AB036C0.serum.Control:AC062N2.serum.Control	0.571	1	2	2	1	1	2	2	2	2	2	1	3	2	2	0.814	0.559	0.517	0.117	1.0	0.475	0.46	0.458	0.333	0.195	0.089	0.289	0.389	0.488
AB036C0.serum.Control:AC107N1.albumax.Control	0.551	1	2	2	1	2	1	2	1	2	1	2	4	1	2	0.814	0.396	0.354	1.0	0.443	0.475	0.46	0.29	0.285	0.151	0.165	0.289	1.0	0.281
AB036C0.serum.Control:ND2D4.albumax.Control	0.531	2	1	1	1	2	1	2	2	2	1	0	3	1	1	0.492	0.441	0.483	0.214	0.476	0.695	0.408	0.29	0.613	0.467	0.0	0.249	0.284	0.845
